Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and _writing_skills,memory_capability_score,interested_career_area ,Type_of_company_want_to_settle_in,Interested_Type_of_Books,Non_Technical_or_Technical,hard_smart_worker,worked_in_teams_ever,Introvert,Suggested_Job_Role
8,9,4,0,8,1,9,4,3,yes,no,yes,no,no,no,poor,poor,testing,Product based,Comics,Non Technical,hard worker,yes,no,Business Analyst
2,2,5,0,1,9,1,5,7,no,no,no,no,no,no,medium,medium,testing,Cloud Services,Childrens,Technical,hard worker,yes,yes,Business Analyst
6,5,6,8,8,3,7,3,2,no,no,no,yes,no,no,excellent,poor,developer,Service Based,Autobiographies,Technical,smart worker,no,no,Business Analyst
3,5,2,6,1,3,6,2,3,no,yes,no,no,yes,no,excellent,poor,developer,Service Based,Romance,Technical,hard worker,yes,no,Business Analyst
8,3,6,5,0,7,7,1,0,no,no,no,yes,no,yes,medium,excellent,system developer,product development,Art,Technical,hard worker,yes,yes,Business Analyst
7,9,6,5,4,4,8,0,1,yes,no,yes,yes,yes,yes,excellent,excellent,developer,Cloud Services,Self help,Technical,hard worker,yes,no,Business Analyst
9,9,5,7,3,7,2,3,2,no,yes,no,no,yes,no,poor,excellent,developer,Testing and Maintainance Services,History,Technical,smart worker,no,no,Business Analyst
8,3,8,6,8,2,8,6,6,no,no,no,yes,no,no,poor,medium,security,product development,Fantasy,Technical,hard worker,no,yes,Business Analyst
4,6,4,5,3,8,4,1,6,yes,no,yes,no,yes,yes,poor,poor,Business process analyst,Sales and Marketing,Series,Non Technical,hard worker,no,no,Business Analyst
2,8,8,2,3,6,6,7,5,no,no,no,yes,no,yes,excellent,poor,developer,Testing and Maintainance Services,Dictionaries,Non Technical,hard worker,yes,yes,Business Analyst
5,5,6,0,7,6,4,4,2,yes,yes,no,yes,no,no,poor,medium,cloud computing,Service Based,Science,Technical,hard worker,yes,no,Business Analyst
3,7,5,6,2,8,3,8,2,no,no,no,no,yes,no,poor,excellent,system developer,Sales and Marketing,Drama,Technical,smart worker,no,no,Business Analyst
4,8,7,5,9,2,6,7,2,no,yes,yes,no,yes,no,excellent,excellent,Business process analyst,Finance,History,Non Technical,hard worker,no,no,Business Analyst
4,8,7,2,1,9,5,4,8,yes,no,yes,yes,no,no,medium,medium,testing,Service Based,Self help,Non Technical,hard worker,yes,no,Business Analyst
4,8,7,2,3,9,1,5,8,yes,yes,no,no,yes,yes,poor,medium,testing,Testing and Maintainance Services,Diaries,Non Technical,smart worker,yes,yes,Business Analyst
9,2,0,4,3,8,4,7,0,yes,yes,no,no,yes,yes,excellent,excellent,security,Web Services,Journals,Technical,hard worker,yes,no,Business Analyst
4,1,0,0,1,0,7,9,1,no,yes,no,yes,no,no,medium,medium,system developer,product development,Prayer books,Technical,smart worker,yes,no,Business Analyst
6,5,6,4,3,9,9,2,1,yes,no,yes,no,yes,yes,excellent,poor,developer,BPA,Dictionaries,Non Technical,hard worker,no,no,Business Analyst
8,1,4,3,1,2,6,3,9,no,yes,yes,yes,no,no,poor,poor,testing,Sales and Marketing,Trilogy,Non Technical,hard worker,no,no,Business Analyst
2,9,1,9,7,5,6,4,0,yes,yes,no,yes,yes,yes,excellent,medium,developer,Service Based,Action and Adventure,Non Technical,smart worker,yes,yes,Business Analyst
7,9,9,0,3,8,0,7,0,yes,no,no,no,no,no,excellent,medium,system developer,Service Based,Math,Technical,smart worker,yes,no,Business Analyst
7,9,1,7,7,9,1,8,2,no,no,no,no,yes,yes,excellent,excellent,security,Finance,Autobiographies,Non Technical,hard worker,yes,yes,Business Analyst
6,4,5,6,5,9,0,8,3,no,yes,yes,no,yes,no,poor,medium,system developer,BPA,Trilogy,Technical,smart worker,no,no,Business Analyst
9,9,6,0,5,5,2,6,5,no,no,no,no,yes,no,poor,excellent,security,Service Based,Action and Adventure,Technical,hard worker,yes,yes,Business Analyst
9,0,6,5,0,4,5,3,0,no,no,no,yes,no,no,medium,medium,cloud computing,Product based,Fantasy,Technical,hard worker,yes,no,Business Analyst
9,0,4,5,4,0,3,7,3,yes,no,yes,yes,yes,yes,poor,excellent,system developer,Testing and Maintainance Services,Encyclopedias,Non Technical,smart worker,no,no,Business Analyst
1,8,5,9,4,5,3,3,2,yes,yes,no,yes,no,yes,poor,poor,Business process analyst,Sales and Marketing,Dictionaries,Non Technical,smart worker,no,no,Business Analyst
4,6,8,6,7,5,3,3,5,yes,yes,no,no,yes,no,excellent,medium,developer,Product based,Science fiction,Non Technical,smart worker,yes,yes,Business Analyst
8,7,5,9,1,5,8,7,9,no,yes,no,yes,yes,no,medium,medium,security,Sales and Marketing,Math,Non Technical,hard worker,yes,no,Business Analyst
7,3,9,6,3,6,7,7,2,no,no,yes,yes,yes,no,medium,poor,cloud computing,BPA,Health,Non Technical,hard worker,no,yes,Business Analyst
0,6,3,9,9,9,6,9,0,no,no,no,no,no,yes,poor,poor,Business process analyst,Web Services,Childrens,Technical,hard worker,no,no,Business Analyst
5,3,5,4,6,7,8,7,0,no,no,yes,yes,no,yes,medium,poor,system developer,Product based,Horror,Non Technical,hard worker,no,yes,Business Analyst
7,7,2,6,5,9,0,8,4,yes,no,no,no,yes,yes,medium,medium,system developer,SAaS services,Autobiographies,Technical,hard worker,no,yes,Business Analyst
2,3,2,3,4,5,0,9,0,no,no,no,no,yes,yes,excellent,medium,system developer,Web Services,Journals,Non Technical,smart worker,no,yes,Business Analyst
2,7,5,4,4,0,2,8,3,no,no,yes,no,yes,no,excellent,medium,cloud computing,SAaS services,Romance,Non Technical,smart worker,no,no,Business Analyst
9,7,5,2,3,8,6,5,0,no,no,no,no,no,no,poor,excellent,Business process analyst,Cloud Services,Health,Non Technical,hard worker,no,no,Business Analyst
1,1,5,3,1,5,0,0,9,no,yes,no,yes,yes,yes,poor,excellent,cloud computing,Service Based,Self help,Non Technical,hard worker,no,yes,Business Analyst
7,5,3,5,3,2,4,7,5,yes,no,no,yes,yes,no,poor,medium,security,Finance,Health,Technical,smart worker,yes,no,Business Analyst
9,6,2,4,3,3,0,6,6,yes,no,no,no,yes,yes,excellent,medium,Business process analyst,Sales and Marketing,Anthology,Technical,smart worker,yes,no,Business Analyst
8,0,4,1,7,1,5,5,7,no,no,yes,yes,no,yes,poor,excellent,security,product development,Self help,Non Technical,hard worker,no,no,Business Analyst
1,2,5,2,7,7,8,7,4,yes,no,yes,yes,no,yes,excellent,poor,system developer,Service Based,Health,Technical,hard worker,yes,yes,Business Analyst
1,0,5,1,1,2,6,3,1,yes,no,no,yes,yes,yes,medium,poor,security,BPA,Mystery,Non Technical,smart worker,no,yes,Business Analyst
2,8,7,6,2,1,4,5,4,no,no,yes,no,yes,no,medium,medium,testing,Service Based,Guide,Technical,hard worker,no,no,Business Analyst
9,8,4,4,2,2,0,8,8,yes,no,yes,yes,yes,no,poor,poor,testing,Web Services,Comics,Non Technical,smart worker,yes,yes,Business Analyst
5,3,2,0,7,2,9,5,7,yes,yes,yes,no,yes,yes,excellent,poor,Business process analyst,BPA,Satire,Non Technical,hard worker,yes,no,Business Analyst
5,4,6,2,4,1,9,1,8,yes,no,no,no,yes,yes,poor,medium,developer,SAaS services,Health,Non Technical,hard worker,yes,no,Business Analyst
5,5,8,3,6,2,2,7,8,no,yes,no,yes,yes,no,poor,excellent,Business process analyst,Sales and Marketing,Diaries,Non Technical,hard worker,yes,no,Business Analyst
1,9,6,9,3,9,6,7,4,yes,yes,yes,no,no,yes,medium,poor,security,Finance,Childrens,Technical,smart worker,no,no,Business Analyst
0,4,0,8,2,0,0,3,2,no,no,no,no,yes,yes,poor,excellent,Business process analyst,BPA,Encyclopedias,Technical,hard worker,yes,yes,Business Analyst
7,9,0,4,6,8,7,4,7,yes,no,no,yes,yes,yes,medium,excellent,security,Cloud Services,Series,Technical,hard worker,yes,no,Business Analyst
9,0,0,3,2,4,3,3,8,yes,no,no,no,no,yes,excellent,poor,testing,Testing and Maintainance Services,Dictionaries,Technical,hard worker,yes,yes,Business Analyst
6,2,5,0,4,9,4,1,5,yes,no,yes,no,yes,yes,poor,excellent,cloud computing,Service Based,Guide,Non Technical,smart worker,no,no,Business Analyst
3,6,2,6,2,9,8,4,2,no,no,no,yes,yes,yes,medium,excellent,developer,SAaS services,Prayer books,Non Technical,smart worker,no,yes,Business Analyst
3,5,0,0,2,5,6,8,8,no,no,yes,no,yes,no,medium,poor,Business process analyst,Web Services,Poetry,Non Technical,smart worker,no,no,Business Analyst
6,1,2,4,7,8,0,0,4,yes,no,no,no,no,no,excellent,excellent,security,product development,Journals,Non Technical,smart worker,yes,yes,Business Analyst
6,6,2,2,5,3,1,4,8,no,no,yes,yes,yes,yes,medium,poor,testing,Sales and Marketing,Horror,Technical,hard worker,no,no,Business Analyst
9,2,1,9,7,8,1,5,1,no,yes,no,yes,yes,yes,medium,medium,security,Product based,Romance,Technical,hard worker,no,yes,Business Analyst
2,9,3,9,6,4,8,8,5,yes,no,no,no,yes,no,excellent,excellent,developer,Web Services,Religion-Spirituality,Non Technical,hard worker,no,no,Business Analyst
5,4,5,2,1,5,0,9,6,yes,yes,no,yes,yes,yes,medium,poor,cloud computing,Product based,Comics,Technical,hard worker,no,yes,Business Analyst
3,8,0,2,4,4,5,3,6,yes,yes,yes,yes,yes,yes,excellent,poor,Business process analyst,Product based,Guide,Technical,smart worker,no,no,Business Analyst
1,6,4,6,3,4,5,7,7,yes,no,no,no,no,no,excellent,poor,Business process analyst,SAaS services,Biographies,Non Technical,smart worker,yes,no,Business Analyst
5,6,2,7,3,8,3,3,4,yes,no,no,yes,yes,no,medium,medium,cloud computing,product development,Prayer books,Non Technical,smart worker,yes,no,Business Analyst
4,3,6,2,0,7,4,0,7,no,no,yes,no,yes,no,poor,excellent,system developer,SAaS services,Guide,Non Technical,hard worker,no,yes,Business Analyst
3,3,6,0,6,9,3,5,1,no,yes,yes,no,no,no,excellent,poor,system developer,Service Based,Childrens,Non Technical,hard worker,yes,no,Business Analyst
4,5,2,4,1,0,2,5,7,no,yes,yes,yes,no,yes,excellent,medium,cloud computing,Finance,Anthology,Non Technical,hard worker,no,no,Business Analyst
1,7,3,5,9,4,0,6,2,yes,yes,no,yes,yes,yes,poor,excellent,developer,Testing and Maintainance Services,Mystery,Technical,smart worker,no,yes,Business Analyst
5,6,5,2,7,3,9,2,1,no,yes,no,no,yes,no,excellent,medium,system developer,product development,Cookbooks,Non Technical,smart worker,yes,yes,Business Analyst
5,8,9,3,5,2,7,9,4,yes,no,no,no,no,no,medium,poor,Business process analyst,Testing and Maintainance Services,Horror,Technical,hard worker,yes,no,Business Analyst
5,9,4,7,4,0,9,0,8,yes,yes,no,no,no,no,medium,medium,developer,Finance,Trilogy,Technical,smart worker,yes,yes,Business Analyst
2,4,0,0,7,9,4,7,8,yes,yes,no,no,yes,yes,poor,poor,testing,Web Services,Encyclopedias,Non Technical,smart worker,yes,yes,Business Analyst
1,3,2,7,4,6,1,2,0,yes,yes,yes,yes,no,no,excellent,excellent,security,Product based,Journals,Non Technical,smart worker,no,yes,Business Analyst
4,9,0,5,5,7,4,6,1,no,yes,yes,yes,yes,yes,medium,poor,system developer,Service Based,Prayer books,Non Technical,smart worker,yes,yes,Business Analyst
0,5,1,6,0,6,0,3,4,no,no,no,no,no,yes,excellent,excellent,Business process analyst,SAaS services,Mystery,Technical,smart worker,yes,no,Business Analyst
3,3,1,2,1,1,9,7,8,no,yes,yes,no,yes,no,excellent,poor,security,Service Based,Self help,Technical,hard worker,yes,no,Business Analyst
2,0,3,7,0,9,1,9,8,yes,no,no,no,no,yes,excellent,excellent,developer,product development,Science fiction,Technical,hard worker,yes,yes,Business Analyst
3,3,9,6,3,9,3,4,2,no,yes,no,no,no,no,excellent,excellent,system developer,Cloud Services,Biographies,Non Technical,hard worker,no,yes,Business Analyst
7,4,8,3,4,5,9,2,7,yes,no,yes,yes,no,no,poor,medium,cloud computing,product development,Childrens,Non Technical,hard worker,no,yes,Business Analyst
2,9,6,2,3,5,6,0,3,no,no,yes,no,yes,yes,excellent,poor,security,SAaS services,Trilogy,Technical,hard worker,yes,yes,Business Analyst
7,6,0,9,5,7,1,8,2,no,no,no,yes,yes,no,medium,excellent,testing,Cloud Services,Action and Adventure,Non Technical,hard worker,yes,no,Business Analyst
7,5,5,3,0,4,0,6,7,yes,no,no,yes,yes,no,excellent,medium,cloud computing,BPA,Drama,Non Technical,smart worker,no,yes,Business Analyst
7,1,4,1,8,1,0,1,3,no,no,no,no,yes,yes,medium,poor,system developer,product development,Health,Non Technical,hard worker,yes,no,Business Analyst
4,8,6,1,5,2,3,5,7,no,no,no,no,yes,no,medium,excellent,system developer,Product based,Science fiction,Non Technical,smart worker,yes,no,Business Analyst
1,1,4,5,4,1,9,5,4,yes,yes,no,yes,yes,yes,excellent,excellent,Business process analyst,Testing and Maintainance Services,Art,Non Technical,smart worker,no,no,Business Analyst
3,7,9,3,1,8,4,9,3,no,no,no,no,no,yes,poor,medium,developer,BPA,Self help,Technical,hard worker,yes,yes,Business Analyst
8,3,7,5,6,8,5,9,5,no,yes,yes,yes,yes,no,poor,excellent,testing,Cloud Services,Health,Non Technical,smart worker,yes,yes,Business Analyst
2,9,2,3,5,5,5,8,6,yes,no,no,yes,yes,no,excellent,excellent,testing,Finance,Self help,Non Technical,hard worker,no,no,Business Analyst
7,8,6,0,8,6,8,9,5,yes,yes,yes,no,no,yes,medium,medium,developer,Finance,Drama,Non Technical,hard worker,yes,yes,Business Analyst
2,3,0,0,0,6,2,8,3,yes,yes,no,no,no,no,excellent,excellent,cloud computing,Service Based,Fantasy,Technical,smart worker,yes,yes,Business Analyst
9,4,3,2,3,1,4,9,1,no,yes,no,no,no,no,poor,excellent,security,Finance,Diaries,Non Technical,smart worker,no,no,Business Analyst
1,1,7,8,4,2,2,6,2,yes,no,no,no,no,yes,poor,excellent,security,Cloud Services,Health,Non Technical,hard worker,yes,yes,Business Analyst
1,3,3,8,5,8,8,5,6,no,no,yes,yes,yes,yes,medium,excellent,developer,BPA,Religion-Spirituality,Non Technical,hard worker,yes,no,Business Analyst
1,6,7,0,2,0,2,4,4,no,yes,yes,no,yes,no,excellent,medium,developer,Service Based,Religion-Spirituality,Non Technical,hard worker,yes,yes,Business Analyst
4,7,9,0,2,6,5,8,4,no,yes,no,yes,yes,yes,medium,excellent,Business process analyst,product development,Encyclopedias,Non Technical,hard worker,yes,no,Business Analyst
6,4,1,8,4,6,4,4,2,yes,no,no,yes,no,no,medium,poor,Business process analyst,BPA,Cookbooks,Non Technical,smart worker,no,yes,Business Analyst
6,2,4,4,2,5,0,5,6,no,no,yes,no,no,yes,medium,poor,developer,Product based,Satire,Technical,smart worker,yes,no,Business Analyst
2,6,6,0,0,8,7,2,8,yes,no,yes,yes,no,yes,poor,excellent,system developer,Sales and Marketing,Action and Adventure,Technical,smart worker,yes,no,Business Analyst
6,1,0,1,6,4,8,6,8,no,yes,yes,yes,no,yes,excellent,poor,cloud computing,SAaS services,Science fiction,Non Technical,smart worker,yes,no,Business Analyst
9,1,4,4,4,5,6,0,9,no,no,no,yes,yes,yes,excellent,medium,developer,Cloud Services,Travel,Technical,hard worker,yes,yes,Business Analyst
4,7,8,5,6,4,8,9,4,yes,yes,no,no,no,yes,medium,excellent,system developer,Service Based,Anthology,Non Technical,hard worker,yes,yes,Business Analyst
4,3,0,7,9,9,6,7,4,yes,yes,yes,no,no,yes,medium,medium,testing,Testing and Maintainance Services,Travel,Non Technical,smart worker,no,no,Business Analyst
8,0,3,0,4,6,8,4,8,yes,yes,no,yes,no,no,poor,poor,cloud computing,SAaS services,Cookbooks,Technical,smart worker,no,yes,Business Analyst
2,8,6,4,4,2,8,2,0,yes,no,no,yes,yes,no,medium,poor,developer,Finance,Satire,Technical,hard worker,no,no,Business Analyst
8,5,6,8,9,8,0,6,5,no,yes,yes,yes,yes,no,medium,poor,system developer,Sales and Marketing,History,Technical,smart worker,no,yes,Business Analyst
9,0,7,1,7,3,1,5,2,yes,yes,no,yes,yes,yes,medium,poor,cloud computing,product development,Math,Technical,smart worker,yes,yes,Business Analyst
3,7,5,3,0,7,4,9,3,yes,yes,no,yes,yes,yes,poor,poor,system developer,Testing and Maintainance Services,Childrens,Technical,smart worker,no,yes,Business Analyst
9,3,5,8,3,1,5,6,8,no,yes,yes,no,yes,no,excellent,excellent,developer,Testing and Maintainance Services,Trilogy,Technical,hard worker,yes,no,Business Analyst
8,6,6,8,7,1,2,8,5,yes,no,yes,yes,no,yes,excellent,excellent,system developer,BPA,Health,Non Technical,smart worker,no,yes,Business Analyst
6,7,5,0,2,3,0,8,8,no,yes,yes,yes,yes,no,medium,poor,Business process analyst,Web Services,Science fiction,Non Technical,hard worker,no,yes,Business Analyst
0,6,1,0,6,5,8,7,6,no,yes,yes,no,yes,no,medium,poor,developer,Service Based,History,Non Technical,hard worker,no,no,Business Analyst
7,1,7,7,5,6,3,9,2,no,yes,no,no,no,yes,medium,excellent,testing,Cloud Services,Cookbooks,Technical,hard worker,no,no,Business Analyst
6,1,3,1,3,0,4,0,7,yes,yes,yes,yes,yes,no,poor,poor,security,Finance,Trilogy,Technical,hard worker,yes,yes,Business Analyst
2,9,1,2,1,3,2,9,9,yes,yes,yes,yes,no,yes,poor,medium,developer,BPA,Science fiction,Technical,hard worker,yes,yes,Business Analyst
1,5,4,3,5,6,1,3,2,no,yes,yes,no,yes,yes,medium,poor,cloud computing,Product based,Journals,Non Technical,smart worker,yes,yes,Business Analyst
4,0,6,3,3,8,7,9,3,yes,no,no,yes,yes,yes,poor,poor,cloud computing,Service Based,Guide,Non Technical,hard worker,yes,yes,Business Analyst
1,6,1,5,8,1,6,0,0,no,no,no,yes,no,yes,medium,poor,system developer,product development,Autobiographies,Technical,smart worker,yes,no,Business Analyst
8,3,3,9,5,0,2,5,7,yes,no,no,yes,no,yes,medium,excellent,developer,product development,Satire,Non Technical,smart worker,no,no,Business Analyst
4,9,6,9,9,9,2,2,0,no,yes,no,no,yes,no,medium,medium,cloud computing,Sales and Marketing,Science fiction,Non Technical,smart worker,yes,yes,Business Analyst
8,1,8,8,0,2,0,5,9,yes,no,no,no,yes,yes,medium,excellent,security,BPA,Mystery,Technical,smart worker,yes,yes,Business Analyst
2,5,2,8,3,2,6,7,7,yes,yes,yes,yes,no,yes,excellent,excellent,Business process analyst,SAaS services,Prayer books,Technical,hard worker,no,yes,Business Analyst
5,7,1,0,9,8,1,1,6,no,no,yes,no,no,yes,poor,medium,system developer,BPA,Mystery,Non Technical,smart worker,yes,no,Business Analyst
9,9,2,1,2,0,6,9,2,yes,no,no,no,no,yes,poor,excellent,Business process analyst,Testing and Maintainance Services,Encyclopedias,Non Technical,smart worker,yes,yes,Business Analyst
2,0,1,4,3,5,0,8,6,yes,no,yes,no,no,no,medium,excellent,cloud computing,BPA,Diaries,Technical,smart worker,no,yes,Business Analyst
2,1,7,8,9,2,6,3,0,no,no,no,yes,no,no,medium,excellent,cloud computing,Product based,Self help,Technical,hard worker,no,yes,Business Analyst
5,4,1,7,2,1,3,8,0,yes,yes,yes,yes,no,yes,poor,medium,security,Finance,Self help,Technical,hard worker,no,yes,Business Analyst
1,2,7,2,5,4,6,9,0,yes,no,yes,yes,no,yes,poor,medium,testing,Finance,Journals,Technical,hard worker,no,yes,Business Analyst
0,2,2,1,3,5,6,1,8,no,yes,no,yes,no,no,poor,poor,cloud computing,Product based,Cookbooks,Technical,hard worker,no,no,Business Analyst
6,8,1,2,8,0,5,3,5,no,no,yes,yes,no,yes,excellent,poor,cloud computing,Sales and Marketing,Science fiction,Non Technical,smart worker,no,yes,Business Analyst
8,1,4,7,6,7,1,0,8,no,no,no,no,no,yes,excellent,medium,Business process analyst,Sales and Marketing,Drama,Non Technical,smart worker,yes,no,Business Analyst
6,1,1,2,7,7,2,3,9,no,no,no,no,yes,yes,poor,excellent,cloud computing,product development,Childrens,Technical,hard worker,no,yes,Business Analyst
4,9,5,1,5,3,3,7,3,no,yes,no,no,no,no,medium,medium,developer,Sales and Marketing,Math,Technical,smart worker,no,yes,Business Analyst
6,0,1,5,5,2,2,7,6,no,no,no,no,yes,no,poor,excellent,system developer,Finance,Self help,Technical,hard worker,yes,no,Business Analyst
5,6,9,0,2,4,4,8,4,no,yes,no,yes,yes,yes,medium,excellent,testing,product development,Art,Technical,hard worker,no,yes,Business Analyst
4,9,8,9,0,5,6,6,5,no,no,yes,no,no,no,poor,excellent,developer,Cloud Services,Prayer books,Non Technical,hard worker,yes,yes,Business Analyst
1,4,5,6,0,5,0,2,3,no,yes,yes,yes,yes,no,medium,poor,Business process analyst,SAaS services,Journals,Non Technical,smart worker,no,no,Business Analyst
9,1,6,9,0,4,1,1,6,yes,yes,no,no,no,no,medium,poor,security,Sales and Marketing,Self help,Technical,hard worker,no,yes,Business Analyst
9,0,0,2,5,9,8,6,7,yes,no,no,yes,no,no,excellent,medium,system developer,Cloud Services,Series,Technical,hard worker,yes,no,Business Analyst
7,5,7,2,8,7,6,7,6,no,no,no,no,yes,no,poor,poor,testing,BPA,Encyclopedias,Non Technical,smart worker,no,yes,Business Analyst
8,4,0,9,6,0,0,7,5,no,no,yes,yes,yes,yes,poor,medium,security,Sales and Marketing,Self help,Non Technical,hard worker,yes,no,Business Analyst
7,5,5,2,6,5,7,7,4,no,no,yes,no,yes,yes,poor,poor,testing,Service Based,Health,Technical,smart worker,yes,no,Business Analyst
6,1,6,5,0,7,6,1,4,yes,no,yes,no,yes,no,excellent,poor,developer,Cloud Services,Drama,Technical,smart worker,no,yes,Business Analyst
0,2,6,0,6,8,6,9,0,yes,yes,yes,no,yes,no,excellent,poor,developer,Sales and Marketing,Fantasy,Non Technical,smart worker,no,no,Business Analyst
0,8,1,3,8,7,9,0,2,yes,yes,yes,yes,no,no,poor,poor,system developer,Cloud Services,Science,Non Technical,smart worker,yes,no,Business Analyst
6,9,6,5,5,2,4,7,8,yes,yes,no,no,yes,no,poor,excellent,Business process analyst,BPA,Diaries,Technical,hard worker,yes,no,Business Analyst
7,4,6,7,0,7,0,8,7,yes,yes,yes,yes,yes,yes,poor,excellent,cloud computing,SAaS services,Romance,Technical,smart worker,yes,yes,Business Analyst
9,5,6,6,8,5,0,9,5,no,no,no,no,yes,no,excellent,medium,security,Testing and Maintainance Services,Guide,Technical,smart worker,yes,yes,Business Analyst
4,8,0,9,1,4,8,9,3,no,no,no,yes,no,no,excellent,excellent,system developer,Sales and Marketing,Health,Non Technical,smart worker,no,no,Business Analyst
9,6,7,6,7,9,7,1,4,yes,yes,yes,yes,yes,no,excellent,medium,cloud computing,SAaS services,Diaries,Non Technical,hard worker,no,no,Business Analyst
3,7,4,7,9,5,7,6,0,yes,yes,no,yes,yes,yes,excellent,excellent,system developer,Finance,Guide,Non Technical,smart worker,no,no,Business Analyst
6,4,5,3,0,3,5,9,0,yes,no,no,yes,yes,no,poor,excellent,Business process analyst,Service Based,Drama,Technical,hard worker,no,yes,Business Analyst
2,9,6,5,2,5,4,7,2,no,no,no,yes,no,no,medium,excellent,developer,Web Services,Health,Technical,smart worker,no,yes,Business Analyst
2,4,7,2,2,0,2,0,5,yes,yes,no,no,no,yes,poor,medium,system developer,product development,Encyclopedias,Technical,smart worker,yes,no,Business Analyst
9,2,9,8,8,1,4,5,0,no,no,no,yes,no,no,medium,medium,testing,Service Based,Diaries,Technical,hard worker,yes,no,Business Analyst
6,2,8,5,7,1,3,0,4,yes,yes,yes,yes,yes,yes,medium,poor,cloud computing,SAaS services,Biographies,Non Technical,hard worker,yes,yes,Business Analyst
0,4,8,4,4,7,0,4,2,yes,no,yes,no,no,no,medium,poor,security,product development,Autobiographies,Technical,hard worker,yes,yes,Business Analyst
8,3,8,3,9,7,0,3,8,yes,no,no,yes,yes,no,poor,excellent,system developer,Sales and Marketing,Religion-Spirituality,Technical,smart worker,yes,yes,Business Analyst
1,1,8,8,8,7,0,7,7,yes,no,no,yes,yes,no,poor,poor,security,Testing and Maintainance Services,Self help,Non Technical,hard worker,no,yes,Business Analyst
7,9,2,2,9,4,8,3,3,no,yes,yes,no,no,no,poor,excellent,cloud computing,Product based,Action and Adventure,Non Technical,smart worker,yes,no,Business Analyst
2,2,7,2,4,4,6,4,5,no,yes,no,no,no,yes,excellent,excellent,cloud computing,Web Services,Science fiction,Technical,hard worker,yes,no,Business Analyst
5,7,4,0,0,5,1,4,8,yes,yes,no,yes,yes,no,medium,excellent,developer,Cloud Services,Comics,Technical,hard worker,no,no,Business Analyst
0,0,2,5,6,7,7,2,9,no,yes,yes,no,yes,yes,excellent,poor,system developer,Web Services,Journals,Non Technical,smart worker,no,no,Business Analyst
8,5,5,8,8,8,8,3,2,yes,no,no,no,no,yes,poor,medium,Business process analyst,Web Services,Anthology,Technical,hard worker,no,yes,Business Analyst
0,4,8,2,3,4,7,1,5,yes,no,yes,yes,no,yes,poor,excellent,developer,BPA,Cookbooks,Non Technical,hard worker,yes,yes,Business Analyst
5,0,9,8,2,2,9,1,5,yes,yes,yes,no,yes,no,excellent,medium,security,Web Services,Art,Non Technical,smart worker,no,no,Business Analyst
2,5,8,4,3,5,4,3,5,yes,no,yes,yes,yes,yes,excellent,poor,Business process analyst,Cloud Services,Comics,Non Technical,hard worker,no,yes,Business Analyst
1,7,1,4,8,3,9,2,9,yes,no,no,yes,no,yes,poor,medium,testing,Product based,Prayer books,Non Technical,smart worker,no,yes,Business Analyst
5,4,3,1,8,4,9,8,1,yes,no,yes,yes,yes,yes,excellent,excellent,Business process analyst,product development,Childrens,Technical,hard worker,yes,no,Business Analyst
8,6,6,4,4,6,4,1,1,yes,no,yes,no,no,no,medium,medium,testing,Finance,Self help,Non Technical,hard worker,yes,yes,Business Analyst
8,7,5,2,1,9,2,6,7,no,no,yes,yes,yes,no,poor,poor,Business process analyst,product development,Health,Non Technical,smart worker,no,no,Business Analyst
8,7,1,5,7,8,9,9,8,yes,no,yes,yes,no,yes,excellent,excellent,system developer,Product based,Horror,Non Technical,smart worker,yes,yes,Business Analyst
5,3,0,4,7,9,8,6,7,no,no,no,yes,no,yes,poor,excellent,cloud computing,Testing and Maintainance Services,Biographies,Technical,smart worker,yes,yes,Business Analyst
3,3,2,4,2,1,8,5,5,no,yes,no,yes,no,no,poor,medium,Business process analyst,Cloud Services,Action and Adventure,Technical,smart worker,yes,no,Business Analyst
7,2,3,0,7,4,1,1,7,yes,no,yes,yes,yes,yes,excellent,excellent,Business process analyst,SAaS services,Math,Technical,hard worker,no,yes,Business Analyst
9,7,9,1,5,4,0,7,3,no,yes,yes,no,no,yes,poor,poor,security,Testing and Maintainance Services,Math,Non Technical,hard worker,no,yes,Business Analyst
4,8,6,9,5,8,3,2,6,yes,yes,yes,no,no,yes,excellent,poor,Business process analyst,Product based,Autobiographies,Technical,smart worker,yes,yes,Business Analyst
4,1,2,2,6,6,0,3,8,yes,yes,no,no,yes,yes,poor,medium,security,BPA,Poetry,Technical,hard worker,yes,yes,Business Analyst
6,5,7,4,8,2,9,1,9,yes,no,no,yes,no,no,medium,poor,security,Product based,Fantasy,Technical,hard worker,yes,no,Business Analyst
2,7,1,1,4,9,8,7,4,no,no,yes,yes,no,no,poor,poor,Business process analyst,Testing and Maintainance Services,Drama,Non Technical,hard worker,no,no,Business Analyst
8,1,6,2,7,2,2,2,3,no,no,yes,yes,no,no,excellent,excellent,Business process analyst,Web Services,Satire,Non Technical,hard worker,no,yes,Business Analyst
