,Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and_writing_skills,memory_capability_score,worked_in_teams_ever,Introvert,Suggested_Job_Role,B_hard worker,B_smart worker
9002,2,6,8,3,1,8,4,7,2,1,1,1,1,1,0,1,1,1,1,Teacher,1,0
9003,1,0,2,8,0,5,3,4,3,1,0,0,0,0,1,2,0,1,0,Teacher,1,0
9004,6,4,6,9,0,3,5,5,2,1,0,1,1,1,1,0,1,0,0,Teacher,0,1
9005,1,8,5,5,0,6,3,5,3,1,0,1,1,1,1,2,0,1,0,Teacher,1,0
9006,7,6,7,0,6,0,3,4,8,0,0,0,0,0,0,1,1,0,1,Teacher,0,1
9007,5,3,6,0,4,9,0,4,5,1,1,1,1,0,0,0,1,0,1,Teacher,1,0
9008,2,4,0,6,4,6,9,4,8,0,1,0,1,0,1,2,2,1,1,Teacher,1,0
9009,1,7,8,1,3,8,7,9,3,0,1,1,1,0,1,2,0,0,1,Teacher,1,0
9010,3,8,6,5,9,8,7,7,3,1,0,0,0,0,1,0,2,0,0,Teacher,1,0
9011,2,5,1,9,9,8,9,2,0,0,1,1,1,1,0,1,1,0,0,Teacher,0,1
9012,7,2,3,6,9,1,0,3,3,0,1,0,0,1,0,0,1,0,1,Teacher,1,0
9013,0,3,3,0,9,7,6,4,4,1,0,0,0,1,0,2,1,0,0,Teacher,0,1
9014,9,4,6,3,4,9,1,6,9,1,0,1,1,1,0,2,0,0,1,Teacher,0,1
9015,1,6,7,2,6,1,0,0,4,1,1,0,1,0,1,1,1,1,0,Teacher,0,1
9016,8,0,5,7,6,6,8,5,4,0,0,1,1,1,1,1,1,1,0,Teacher,0,1
9017,9,2,6,1,9,5,1,9,6,0,0,1,0,0,1,1,0,0,0,Teacher,1,0
9018,0,3,3,0,5,0,8,0,9,0,0,0,1,0,1,2,1,0,1,Teacher,1,0
9019,1,4,5,2,1,1,2,1,4,0,0,0,0,1,0,0,1,1,1,Teacher,0,1
9020,2,9,3,6,9,0,8,1,2,1,1,1,0,1,0,1,0,0,0,Teacher,0,1
9021,8,7,1,1,4,5,7,8,5,1,0,0,1,1,1,1,0,1,1,Teacher,0,1
9022,3,8,7,3,1,3,4,3,0,0,0,0,1,0,1,2,1,0,1,Teacher,0,1
9023,1,8,1,0,9,0,0,8,1,0,1,0,0,1,1,2,0,0,0,Teacher,1,0
9024,2,1,1,3,6,1,1,4,0,0,1,1,1,1,1,2,0,1,1,Teacher,0,1
9025,5,4,0,7,7,5,3,7,9,1,0,1,1,0,0,1,0,0,1,Teacher,1,0
9026,4,5,9,6,4,5,7,6,4,1,0,0,1,0,0,2,0,0,0,Teacher,0,1
9027,4,7,5,3,2,2,7,7,3,0,1,0,0,0,1,1,0,1,1,Teacher,0,1
9028,8,7,7,6,6,8,5,4,3,0,1,1,1,0,0,1,2,0,1,Teacher,1,0
9029,1,9,4,7,5,2,2,3,2,0,0,0,1,1,1,0,2,1,0,Teacher,0,1
9030,2,6,5,1,2,6,3,1,5,1,1,0,1,1,0,2,2,0,0,Teacher,1,0
9031,3,4,9,1,2,1,2,0,2,1,1,0,1,0,1,0,2,1,1,Teacher,1,0
9032,4,5,6,9,3,1,0,1,8,1,1,0,0,0,1,2,2,0,1,Teacher,1,0
9033,7,0,4,6,9,8,2,2,7,0,0,0,0,0,1,0,1,0,1,Teacher,1,0
9034,8,3,4,2,1,5,7,4,3,0,1,0,1,0,1,2,0,0,1,Teacher,0,1
9035,1,6,5,8,0,8,6,6,6,0,1,0,1,1,0,1,0,0,1,Teacher,1,0
9036,6,2,1,1,9,3,5,3,7,1,0,1,1,0,1,2,2,1,0,Teacher,0,1
9037,1,2,9,3,2,5,7,4,8,1,1,1,1,0,0,2,0,0,0,Teacher,1,0
9038,0,7,2,4,6,5,6,4,8,1,0,1,1,0,1,0,2,1,1,Teacher,0,1
9039,7,9,6,3,2,9,3,7,7,0,1,1,0,1,0,0,1,0,1,Teacher,1,0
9040,4,9,8,5,5,4,7,5,4,0,0,1,0,0,1,0,1,1,1,Teacher,1,0
9041,7,7,4,4,5,8,3,6,2,1,0,1,0,1,1,1,0,1,1,Teacher,1,0
9042,2,3,4,2,4,4,1,2,4,0,0,1,0,1,1,2,0,1,0,Teacher,1,0
9043,7,5,2,2,6,5,8,0,7,1,1,0,1,0,1,0,1,1,1,Teacher,0,1
9044,4,9,0,7,5,5,3,3,7,0,0,0,1,0,0,2,2,0,0,Teacher,1,0
9045,1,7,8,2,2,0,6,7,9,0,0,1,1,0,1,1,1,0,1,Teacher,1,0
9046,7,0,9,3,1,3,7,4,6,0,1,0,1,1,0,1,1,0,1,Teacher,1,0
9047,5,2,0,6,5,7,8,7,5,0,0,1,1,1,1,1,0,0,0,Teacher,0,1
9048,3,6,6,7,5,9,3,3,6,0,0,1,0,1,1,0,1,1,0,Teacher,0,1
9049,9,0,1,0,2,7,9,5,2,1,0,1,0,0,1,2,0,0,1,Teacher,0,1
9050,9,7,9,8,0,3,4,1,2,0,1,1,0,0,0,0,1,1,0,Teacher,1,0
9051,0,7,2,7,5,8,9,1,9,0,1,1,1,1,0,1,1,1,1,Teacher,0,1
9052,2,4,3,6,5,5,7,4,3,1,1,0,1,1,1,2,2,0,0,Teacher,1,0
9053,1,3,7,5,7,1,2,3,6,0,1,1,0,1,0,0,1,0,1,Teacher,1,0
9054,5,7,1,9,6,4,8,1,4,1,1,1,1,1,0,0,2,1,0,Teacher,0,1
9055,9,9,5,7,9,9,0,5,0,0,1,1,1,0,0,1,1,1,1,Teacher,1,0
9056,2,2,4,7,5,6,8,5,1,0,1,0,0,1,1,0,0,1,1,Teacher,1,0
9057,2,4,2,0,8,7,2,9,7,0,1,0,0,1,0,1,0,0,1,Teacher,1,0
9058,6,0,9,7,3,5,1,6,5,1,0,0,0,0,0,0,1,1,0,Teacher,1,0
9059,1,3,2,0,1,0,8,4,6,0,0,1,1,0,0,2,0,1,1,Teacher,0,1
9060,1,1,2,8,4,2,5,6,7,0,1,0,1,0,0,1,2,1,0,Teacher,0,1
9061,6,4,6,8,6,3,2,8,1,1,0,1,0,1,1,0,1,1,0,Teacher,1,0
9062,3,1,2,1,1,9,5,9,4,1,0,1,1,1,0,2,2,0,1,Teacher,0,1
9063,7,7,8,7,1,0,0,1,6,0,0,1,0,1,1,1,0,0,1,Teacher,1,0
9064,9,5,7,5,2,9,0,9,7,0,1,1,0,1,1,2,2,0,1,Teacher,1,0
9065,5,5,4,4,9,8,9,4,2,1,0,1,1,1,0,2,1,0,0,Teacher,1,0
9066,9,4,7,9,4,6,6,5,4,1,1,1,0,1,1,1,0,1,0,Teacher,0,1
9067,9,7,3,9,0,2,5,9,9,0,0,1,0,1,1,0,0,1,1,Teacher,1,0
9068,3,5,4,6,4,9,3,4,7,0,1,0,0,1,1,1,0,0,1,Teacher,1,0
9069,7,0,1,0,6,1,1,9,9,0,0,1,1,0,0,0,0,1,0,Teacher,1,0
9070,9,8,1,4,4,5,3,9,5,1,1,0,1,1,1,2,1,1,0,Teacher,1,0
9071,5,8,7,7,8,6,4,8,3,1,0,0,1,0,1,2,0,1,0,Teacher,1,0
9072,5,7,9,2,1,8,3,9,7,1,1,0,0,0,1,2,2,0,0,Teacher,0,1
9073,8,4,0,3,1,4,7,1,4,0,0,1,0,0,1,2,0,1,0,Teacher,1,0
9074,7,0,0,3,8,8,1,7,9,1,0,1,0,1,0,2,1,1,0,Teacher,1,0
9075,0,1,3,9,4,8,5,7,7,0,0,0,1,0,0,1,0,1,0,Teacher,1,0
9076,0,3,3,8,6,2,7,5,9,1,1,1,1,0,0,0,2,0,0,Teacher,1,0
9077,5,6,9,1,7,2,4,4,7,1,1,0,1,0,1,0,1,1,1,Teacher,1,0
9078,0,0,6,0,1,4,1,3,4,1,0,1,1,1,0,1,0,0,1,Teacher,1,0
9079,0,1,8,1,4,7,4,0,0,1,1,1,0,1,0,0,2,0,0,Teacher,0,1
9080,8,6,8,7,0,7,3,9,9,1,0,0,0,0,1,0,0,0,0,Teacher,1,0
9081,3,8,2,9,3,4,7,1,4,1,1,0,1,1,0,2,1,1,1,Teacher,0,1
9082,8,0,4,9,9,2,9,8,5,1,1,0,0,1,1,1,1,0,0,Teacher,1,0
9083,8,8,2,7,5,9,4,3,7,1,0,0,0,0,0,0,0,1,1,Teacher,1,0
9084,6,4,9,8,0,6,6,0,3,1,1,1,0,0,1,0,0,0,1,Teacher,0,1
9085,2,2,2,8,4,9,8,3,1,1,1,1,0,0,0,0,2,1,1,Teacher,1,0
9086,8,9,8,2,5,8,7,2,0,0,1,1,1,1,1,0,2,1,0,Teacher,0,1
9087,2,4,6,0,6,7,4,8,9,0,1,0,0,1,0,2,2,1,0,Teacher,0,1
9088,6,2,2,7,3,9,0,3,4,0,1,0,0,0,1,0,2,0,1,Teacher,0,1
9089,6,3,7,6,4,2,4,0,6,1,1,0,0,1,1,0,0,0,1,Teacher,0,1
9090,2,8,3,3,0,2,3,1,9,1,1,0,0,1,1,0,2,1,1,Teacher,1,0
9091,8,3,9,0,5,6,3,4,0,1,1,1,0,0,1,2,1,1,0,Teacher,1,0
9092,5,8,3,8,6,7,3,9,3,0,1,0,1,0,0,1,2,0,0,Teacher,1,0
9093,9,9,8,7,2,9,1,2,4,1,1,1,1,1,1,2,1,0,0,Teacher,1,0
9094,5,9,2,5,9,2,6,9,7,0,0,0,1,0,0,1,0,0,0,Teacher,1,0
9095,4,0,2,1,7,7,2,4,2,0,0,1,0,1,1,0,2,1,0,Teacher,1,0
9096,4,6,5,7,8,7,1,1,8,1,0,1,1,1,0,2,1,0,1,Teacher,1,0
9097,6,6,4,7,1,7,6,6,0,1,0,1,0,0,0,0,2,0,0,Teacher,1,0
9098,3,5,4,4,1,3,8,7,8,1,0,0,1,0,0,1,0,1,0,Teacher,1,0
9099,2,4,8,3,4,2,4,4,0,0,1,0,0,0,0,1,1,0,0,Teacher,0,1
9100,5,7,7,6,1,4,3,5,4,1,1,1,0,0,0,1,1,0,1,Teacher,0,1
9101,1,2,5,0,0,7,6,1,3,0,1,0,1,1,1,1,2,0,1,Teacher,1,0
9102,5,9,6,2,6,9,7,9,2,1,1,0,1,0,0,0,0,1,1,Teacher,0,1
9103,5,1,7,5,5,9,2,5,5,1,1,0,1,1,0,2,0,0,1,Teacher,1,0
9104,3,0,0,6,6,3,7,7,4,1,1,1,1,0,0,1,0,0,0,Teacher,0,1
9105,2,6,9,5,7,9,6,8,7,0,0,1,1,1,1,1,0,1,1,Teacher,1,0
9106,3,0,1,4,9,7,8,6,1,0,0,1,0,1,0,0,2,1,1,Teacher,0,1
9107,3,0,3,1,8,3,5,0,5,0,1,1,1,1,1,1,2,0,1,Teacher,1,0
9108,6,2,4,7,9,6,9,6,0,1,1,1,1,0,0,0,1,1,0,Teacher,0,1
9109,2,3,9,0,6,0,8,7,6,0,1,1,1,0,0,2,2,0,0,Teacher,1,0
9110,0,6,1,3,9,6,4,0,8,1,1,1,1,0,1,1,0,0,0,Teacher,1,0
9111,8,8,2,1,0,3,8,6,2,1,0,0,1,1,0,1,0,1,0,Teacher,0,1
9112,2,7,2,4,3,5,9,9,6,1,1,0,1,0,0,1,2,1,0,Teacher,0,1
9113,2,8,1,6,0,2,7,6,3,0,1,1,1,1,1,2,1,1,1,Teacher,0,1
9114,2,3,4,0,7,4,1,3,8,0,0,0,1,1,1,2,1,1,1,Teacher,0,1
9115,9,8,6,6,9,1,3,2,7,0,0,1,0,0,0,2,0,1,1,Teacher,0,1
9116,0,1,6,7,0,1,8,1,0,1,0,0,0,0,0,2,0,1,1,Teacher,1,0
9117,2,0,2,3,4,7,2,7,3,1,1,0,0,0,1,0,0,0,1,Teacher,1,0
9118,1,8,7,4,1,7,6,0,7,0,0,0,0,0,1,2,1,0,0,Teacher,0,1
9119,2,1,8,2,8,2,5,0,8,0,1,1,1,1,1,1,0,1,1,Teacher,0,1
9120,1,4,7,9,7,8,9,7,1,0,1,1,0,0,0,1,1,0,1,Teacher,0,1
9121,1,1,4,5,8,7,5,5,3,1,0,1,1,1,0,0,1,1,1,Teacher,1,0
9122,6,5,3,2,6,6,5,0,6,1,0,1,1,0,1,1,1,0,0,Teacher,1,0
9123,8,9,6,5,9,1,7,7,4,1,0,1,1,0,0,1,1,0,1,Teacher,1,0
9124,6,6,6,0,9,4,7,8,9,0,0,1,1,0,1,0,0,1,1,Teacher,1,0
9125,8,3,7,7,2,8,1,2,6,0,0,0,0,1,1,1,1,1,1,Teacher,0,1
9126,0,5,2,7,9,4,7,2,4,1,1,0,1,0,0,0,0,1,1,Teacher,1,0
9127,8,6,8,4,8,3,1,1,6,0,0,1,0,0,0,2,1,1,0,Teacher,0,1
9128,7,1,0,9,5,8,6,3,5,0,0,1,0,0,0,2,1,0,0,Teacher,0,1
9129,3,3,7,2,1,1,5,9,7,1,1,0,1,0,0,1,2,1,0,Teacher,1,0
9130,9,7,3,4,8,1,3,3,7,1,1,0,0,1,1,1,0,0,1,Teacher,1,0
9131,7,6,3,7,1,5,3,4,3,1,1,1,0,0,0,0,0,1,0,Teacher,1,0
9132,5,1,1,6,7,2,3,7,5,0,0,1,1,1,0,2,2,0,0,Teacher,1,0
9133,3,0,2,9,5,8,6,7,0,1,1,0,0,0,0,2,0,1,1,Teacher,0,1
9134,8,9,4,9,0,5,3,4,4,0,1,1,1,0,1,0,0,1,1,Teacher,1,0
9135,7,4,5,8,7,3,3,3,5,1,1,0,0,0,0,2,2,1,0,Teacher,0,1
9136,6,9,2,9,3,7,3,5,3,1,0,1,0,0,1,1,1,0,1,Teacher,0,1
9137,3,5,6,1,9,9,4,3,5,1,0,1,1,0,1,1,1,0,1,Teacher,0,1
9138,2,7,1,7,1,0,2,6,8,0,1,0,0,0,1,2,2,1,1,Teacher,1,0
9139,3,9,4,9,7,4,2,5,5,0,0,0,1,1,1,0,0,1,0,Teacher,1,0
9140,4,7,3,3,2,3,2,4,9,1,0,1,1,0,0,0,2,1,1,Teacher,1,0
9141,9,0,5,2,6,7,1,7,4,0,0,1,0,1,0,2,2,0,1,Teacher,1,0
9142,1,8,7,7,1,7,6,2,5,1,1,0,0,1,1,2,2,0,0,Teacher,0,1
9143,5,5,4,1,8,3,6,3,1,0,0,0,1,1,0,0,2,1,0,Teacher,0,1
9144,7,3,2,7,2,0,0,4,7,0,1,1,0,0,1,2,2,0,0,Teacher,0,1
9145,2,0,2,9,6,9,6,4,1,1,1,1,1,0,0,0,0,1,1,Teacher,0,1
9146,0,2,8,4,5,7,3,6,6,1,0,1,0,0,0,1,2,0,0,Teacher,0,1
9147,1,3,5,9,0,0,2,6,9,1,1,0,1,0,1,1,1,1,1,Teacher,1,0
9148,8,6,1,3,1,5,0,1,3,0,0,1,0,1,1,0,0,1,0,Teacher,0,1
9149,7,3,0,5,1,4,9,4,5,1,1,1,1,0,0,2,0,0,0,Teacher,1,0
9150,6,5,6,8,8,3,9,6,9,0,0,1,1,0,1,2,0,1,1,Teacher,0,1
9151,5,3,6,2,8,7,7,2,7,0,1,1,1,1,1,0,0,0,1,Teacher,1,0
9152,6,2,8,1,0,4,2,8,1,1,0,0,1,1,1,0,0,1,0,Teacher,0,1
9153,7,9,2,3,2,7,4,6,7,1,0,0,1,0,0,1,2,0,1,Teacher,0,1
9154,4,8,0,3,5,1,9,8,0,0,1,1,0,1,0,0,2,0,0,Teacher,0,1
9155,5,9,9,8,9,8,2,6,1,0,1,1,1,1,0,1,0,1,0,Teacher,0,1
9156,7,0,8,4,1,3,3,8,5,0,1,1,0,0,0,0,0,0,0,Teacher,1,0
9157,7,4,5,7,0,8,0,8,1,1,0,1,1,1,0,2,0,0,1,Teacher,0,1
9158,0,8,3,0,9,4,4,6,1,0,0,1,1,0,0,2,2,0,0,Teacher,0,1
9159,5,1,7,3,4,3,4,9,3,0,0,1,1,1,1,1,1,0,1,Teacher,0,1
9160,8,2,3,1,7,7,2,0,1,1,0,1,1,0,0,0,2,1,0,Teacher,0,1
9161,3,7,3,7,5,7,9,5,9,0,0,0,0,1,1,1,1,0,1,Teacher,1,0
9162,8,6,1,9,0,7,3,7,5,0,0,1,0,1,1,2,1,0,0,Teacher,1,0
9163,9,9,9,0,7,7,4,6,0,1,0,0,0,0,1,1,2,0,0,Teacher,0,1
9164,8,5,5,9,0,1,5,3,8,1,0,1,0,0,0,2,2,0,0,Teacher,0,1
9165,4,4,5,3,0,1,6,6,6,0,1,0,0,1,0,0,1,0,1,Teacher,1,0
9166,6,2,1,1,3,3,1,3,0,0,1,1,0,0,0,0,1,1,1,Teacher,1,0
9167,4,0,7,0,2,0,4,7,7,1,0,1,0,0,1,1,1,0,1,Teacher,1,0
9168,1,3,1,5,7,6,1,4,2,1,0,0,0,1,1,2,0,1,0,Teacher,1,0
9169,9,4,8,3,7,8,6,5,8,1,1,1,0,0,0,1,1,1,0,Teacher,1,0
9170,4,2,7,1,1,7,4,3,1,1,1,0,1,0,1,2,2,1,1,Teacher,1,0
9171,8,1,1,8,8,9,7,6,4,0,1,1,1,1,0,0,1,1,1,Teacher,0,1
9172,5,0,6,9,8,8,0,6,9,0,1,1,0,1,0,2,1,1,0,Teacher,1,0
9173,3,4,3,6,8,0,8,4,8,0,0,1,1,1,1,1,2,0,0,Teacher,0,1
9174,9,9,5,6,5,2,4,3,0,1,0,0,1,0,1,2,2,0,1,Teacher,1,0
9175,9,0,9,2,4,3,0,4,2,0,0,0,0,0,1,2,0,0,0,Teacher,0,1
9176,9,4,2,0,7,3,9,7,9,0,1,0,0,0,0,1,0,0,0,Teacher,1,0
9177,8,8,3,3,0,9,7,2,0,0,1,0,1,0,1,2,2,1,1,Teacher,1,0
9178,3,8,7,9,6,8,4,2,4,1,1,0,0,0,1,2,1,1,0,Teacher,1,0
9179,4,5,4,7,0,4,1,5,1,0,1,0,0,0,0,2,1,0,1,Teacher,1,0
9180,0,8,4,1,1,6,4,3,3,0,0,0,0,1,0,2,1,1,0,Teacher,1,0
9181,4,5,3,3,7,9,2,1,3,1,0,0,1,0,0,1,0,0,1,Teacher,0,1
9182,4,5,1,4,1,3,6,5,3,0,0,0,0,1,1,0,1,0,0,Teacher,1,0
9183,3,4,9,7,7,4,2,1,9,1,1,0,1,1,0,0,1,1,0,Teacher,1,0
9184,6,0,9,1,6,9,0,6,0,1,1,1,0,0,1,1,0,0,0,Teacher,1,0
9185,8,4,9,4,5,9,7,5,3,0,0,1,1,1,1,2,0,1,1,Teacher,0,1
9186,3,7,4,2,3,0,4,2,1,0,1,1,1,1,0,1,2,0,1,Teacher,1,0
9187,4,0,7,6,3,5,6,3,6,0,1,0,0,1,0,0,2,0,1,Teacher,1,0
9188,8,4,2,9,1,3,0,0,4,0,0,1,0,0,1,1,2,1,1,Teacher,1,0
9189,6,6,8,2,0,6,4,0,4,0,0,0,1,0,0,2,1,0,0,Teacher,0,1
9190,6,6,8,3,9,6,9,8,9,1,0,0,0,0,0,1,0,0,1,Teacher,1,0
9191,9,2,5,8,9,3,7,7,1,1,1,0,1,0,0,1,0,1,0,Teacher,0,1
9192,9,3,7,5,0,2,1,4,5,0,0,0,0,0,0,0,2,1,1,Teacher,0,1
9193,7,9,1,9,5,8,1,2,8,1,1,1,0,1,0,2,1,1,1,Teacher,1,0
9194,0,3,5,4,2,0,2,3,4,0,0,0,1,0,1,2,2,1,0,Teacher,0,1
9195,9,6,2,2,5,9,0,7,5,0,0,1,0,1,0,0,1,1,1,Teacher,1,0
9196,6,0,4,4,5,9,9,1,9,0,0,0,0,1,1,0,2,1,1,Teacher,1,0
9197,7,5,7,0,0,5,6,8,8,0,1,0,0,0,1,2,2,1,0,Teacher,1,0
9198,7,8,8,9,0,2,3,0,8,1,0,0,0,0,1,1,2,0,1,Teacher,1,0
9199,1,9,2,2,6,8,3,8,7,0,0,0,1,0,0,2,1,1,1,Teacher,1,0
9200,7,9,5,2,2,4,4,5,2,1,1,0,0,0,0,0,1,0,1,Teacher,1,0
9201,9,0,2,6,4,0,9,2,5,1,0,1,0,1,1,1,1,1,0,Teacher,1,0
9202,6,2,8,6,1,3,3,9,6,1,0,0,0,0,1,2,1,0,1,Teacher,0,1
9203,8,8,0,5,0,3,3,4,8,0,1,1,1,1,1,0,1,0,0,Teacher,0,1
9204,2,9,7,4,2,3,9,3,0,0,1,1,0,0,1,0,1,0,1,Teacher,1,0
9205,5,3,8,9,1,8,0,6,1,0,1,1,0,1,0,1,1,0,1,Teacher,1,0
9206,5,4,2,5,2,3,5,6,3,1,1,1,1,0,1,1,0,1,1,Teacher,1,0
9207,5,8,4,9,4,0,7,0,3,1,0,1,0,0,1,2,0,0,1,Teacher,1,0
9208,2,2,5,3,2,9,1,8,3,1,1,0,0,0,1,2,1,0,1,Teacher,1,0
9209,2,3,2,8,3,1,4,9,2,1,1,0,0,1,1,1,1,0,1,Teacher,1,0
9210,0,5,7,6,7,6,1,4,8,1,0,0,1,1,1,0,2,1,0,Teacher,1,0
9211,0,4,0,1,2,8,8,4,0,0,0,1,0,0,1,1,1,0,0,Teacher,0,1
9212,3,4,0,7,3,8,5,0,0,1,1,0,0,1,0,0,2,1,0,Teacher,0,1
9213,9,2,6,0,7,7,3,2,1,0,0,0,1,1,1,0,0,1,1,Teacher,1,0
9214,9,7,9,3,9,5,0,2,2,1,0,1,1,1,0,0,0,1,0,Teacher,1,0
9215,1,3,8,7,9,6,6,8,7,0,1,1,0,0,0,2,1,0,0,Teacher,0,1
9216,9,4,2,3,2,3,0,1,5,1,1,0,1,0,0,2,0,1,0,Teacher,1,0
9217,3,8,2,7,0,6,4,3,7,1,1,0,0,1,0,2,1,0,1,Teacher,0,1
9218,5,3,1,7,4,7,2,6,7,0,0,0,1,0,1,0,1,0,1,Teacher,1,0
9219,3,7,7,0,5,7,0,0,9,1,1,0,0,0,0,0,1,1,0,Teacher,1,0
9220,1,0,5,9,3,2,3,3,6,0,0,0,0,1,0,2,0,0,1,Teacher,1,0
9221,6,8,2,1,6,0,1,3,4,0,1,1,0,0,0,1,2,1,1,Teacher,0,1
9222,3,5,0,1,5,3,5,6,9,1,0,1,1,1,0,0,1,0,1,Teacher,0,1
9223,0,7,8,3,2,3,2,0,4,1,1,1,1,0,0,1,2,1,1,Teacher,0,1
9224,2,8,0,3,9,0,7,9,2,0,0,0,1,1,1,0,0,1,0,Teacher,0,1
9225,6,3,3,2,8,4,4,0,7,0,1,1,0,0,1,1,0,0,1,Teacher,0,1
9226,9,0,4,7,0,0,2,9,9,1,0,0,1,1,0,1,2,1,0,Teacher,0,1
9227,9,7,0,5,5,8,1,5,0,0,0,1,1,0,1,1,2,0,1,Teacher,0,1
9228,0,6,3,8,2,3,4,1,5,1,0,0,1,1,1,2,2,0,1,Teacher,0,1
9229,7,5,9,8,0,3,0,4,3,1,0,1,1,1,1,0,0,1,0,Teacher,0,1
9230,8,9,7,9,9,3,2,4,8,0,1,1,0,0,0,0,0,0,0,Teacher,0,1
9231,7,0,7,4,6,8,4,9,6,0,1,0,0,1,0,2,0,1,1,Teacher,1,0
9232,7,5,5,8,8,6,4,2,8,0,0,1,0,0,0,2,1,0,1,Teacher,1,0
9233,3,1,9,3,6,3,5,5,1,1,1,0,1,1,1,2,0,0,1,Teacher,1,0
9234,1,3,2,7,1,2,4,6,0,0,1,0,1,0,1,0,0,0,1,Teacher,1,0
9235,1,0,7,8,2,3,3,3,9,1,1,0,0,0,1,2,0,1,0,Teacher,1,0
9236,2,0,1,8,6,6,4,0,8,1,0,0,0,1,0,0,2,1,1,Teacher,1,0
9237,2,0,8,8,2,0,0,0,2,0,0,1,0,0,1,2,1,0,1,Teacher,0,1
9238,9,8,2,1,4,5,7,1,7,0,0,0,1,0,1,0,2,0,0,Teacher,0,1
9239,3,4,4,4,3,1,3,8,3,1,1,1,0,1,1,1,1,0,0,Teacher,1,0
9240,0,7,9,0,4,5,0,5,8,1,0,1,0,0,0,0,0,1,1,Teacher,1,0
9241,2,7,2,9,6,9,2,5,2,0,0,0,0,1,1,0,2,1,0,Teacher,0,1
9242,7,9,9,2,9,5,2,1,6,1,1,0,1,0,0,2,2,0,0,Teacher,0,1
9243,3,4,1,7,7,6,0,9,2,1,0,0,1,0,1,2,1,0,0,Teacher,0,1
9244,6,8,1,5,8,9,2,2,9,1,0,0,1,0,0,1,2,0,0,Teacher,0,1
9245,8,6,3,5,6,3,2,8,0,0,0,0,1,0,1,0,2,0,0,Teacher,1,0
9246,8,4,8,6,3,6,9,3,6,0,0,1,1,1,0,2,1,1,0,Teacher,0,1
9247,2,4,0,0,0,6,9,5,5,1,0,0,1,1,0,1,2,0,1,Teacher,0,1
9248,7,9,0,3,0,3,5,5,2,1,0,1,1,0,1,0,0,0,0,Teacher,0,1
9249,9,1,5,4,6,5,7,0,9,0,0,0,0,0,0,2,2,1,1,Teacher,0,1
9250,6,6,7,1,3,3,7,1,0,0,1,0,1,0,1,1,2,1,1,Teacher,1,0
9251,8,5,8,5,7,8,6,8,0,1,1,0,1,0,1,2,0,1,0,Teacher,1,0
9252,0,5,0,2,6,6,7,0,2,0,1,1,1,1,0,1,0,0,1,Teacher,1,0
9253,1,4,3,6,0,8,8,0,9,1,0,0,1,0,0,1,0,1,0,Teacher,1,0
9254,5,4,8,9,1,3,0,1,9,0,1,1,0,0,0,0,1,0,0,Teacher,1,0
9255,3,2,0,9,0,5,4,1,8,0,0,1,0,1,1,2,1,1,1,Teacher,1,0
9256,4,0,2,8,8,0,5,2,0,1,0,1,0,0,1,2,2,0,0,Teacher,0,1
9257,1,1,7,3,2,9,9,5,6,0,1,1,1,0,0,1,0,0,1,Teacher,1,0
9258,2,6,4,8,5,9,6,7,5,1,1,1,0,0,0,0,2,1,1,Teacher,1,0
9259,6,8,4,4,3,7,3,7,5,1,0,0,0,0,0,0,2,1,0,Teacher,1,0
9260,4,5,7,9,1,4,8,9,8,1,1,0,1,1,1,0,1,1,0,Teacher,1,0
9261,6,4,3,1,1,2,6,2,4,1,1,0,1,0,1,2,2,1,0,Teacher,0,1
9262,4,8,1,1,2,2,6,1,8,0,1,1,0,0,0,2,2,1,1,Teacher,1,0
9263,4,5,4,2,0,2,7,5,6,0,0,1,1,1,0,0,0,1,1,Teacher,0,1
9264,0,5,4,1,4,4,5,2,3,1,0,0,0,0,1,0,2,0,0,Teacher,1,0
9265,6,0,4,0,4,6,4,2,8,1,1,0,0,0,0,0,2,0,1,Teacher,0,1
9266,6,8,8,3,2,2,0,2,1,0,0,0,1,1,0,2,1,0,1,Teacher,1,0
9267,6,1,9,0,9,2,1,7,4,1,0,1,1,0,1,2,2,1,0,Teacher,0,1
9268,7,8,0,2,1,2,3,9,6,0,1,1,1,1,0,1,1,1,1,Teacher,0,1
9269,1,5,6,9,3,2,9,4,4,0,0,0,0,0,1,2,1,0,0,Teacher,0,1
9270,3,8,2,3,5,3,1,5,8,0,0,0,0,1,0,0,0,1,1,Teacher,1,0
9271,1,0,7,4,5,3,9,9,7,0,1,1,0,0,1,1,1,0,0,Teacher,0,1
9272,2,6,8,2,8,2,2,1,8,0,0,1,0,0,1,2,0,0,0,Teacher,1,0
9273,9,2,1,6,3,3,0,5,8,1,0,1,0,1,1,1,1,0,1,Teacher,1,0
9274,9,3,2,1,2,2,1,5,2,1,1,1,1,1,0,0,1,1,0,Teacher,0,1
9275,2,0,2,4,7,2,4,7,1,1,0,1,0,0,1,1,0,0,0,Teacher,1,0
9276,7,3,5,6,8,3,0,1,0,1,1,0,1,1,1,1,1,0,0,Teacher,0,1
