University,Course_Name,CAO Score,Budget,City,Interest,Job domain
SETU - Waterford Campus and SETU - South East Technological University,Advanced Spectroscopic Techniques (WD576),365,4500,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Applied Spirituality (WD590),375,4000,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Biopharmaceutical Analysis & Cell Culture (WD594),425,3500,Waterford,Singing,Support
SETU - Waterford Campus and SETU - South East Technological University,Business - Economics & Finance Stream (WD507),450,5000,Waterford,Chess,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Business - Finance and Business Analytics (WD610),450,5000,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Business - Finance and Business Analytics (WD609),450,5000,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Business - Human Resource Management Stream (WD509),450,5500,Waterford,Singing,IT
SETU - Waterford Campus and SETU - South East Technological University,Business - Internationalisation (WD502),425,6500,Waterford,Chess,HR
SETU - Waterford Campus and SETU - South East Technological University,Business - Investment Fund Administration (WD611),465,6500,Waterford,Cricket,Management
SETU - Waterford Campus and SETU - South East Technological University,Business - Management Stream (WD510),500,6500,Waterford,Football,Support
SETU - Waterford Campus and SETU - South East Technological University,Business - Marketing Stream (WD506),350,6500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Business Administration - DBA (WD560),450,7500,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Business Administration - Executive MBA (WD504),550,8000,Waterford,Cricket,Support
SETU - Waterford Campus and SETU - South East Technological University,Cognitive Behaviour Therapy CBT & Motivational Interviewing MI for Practice (WD587),550,10000,Waterford,Football,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Computing - Enterprise Software Systems (WD571),500,7500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Computing - Information Systems Processes (WD516),450,7500,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Construction Project Management (WD542 WD553),500,6500,Waterford,Cricket,IT
SETU - Waterford Campus and SETU - South East Technological University,Digital Marketing Practice (BDMAP),375,5000,Waterford,Football,HR
SETU - Waterford Campus and SETU - South East Technological University,Digital Marketing Practice (WD607),400,5000,Waterford,Singing,Management
SETU - Waterford Campus and SETU - South East Technological University,Early Childhood Studies Care & Education (WD592),375,4500,Waterford,Chess,Support
SETU - Waterford Campus and SETU - South East Technological University,Economics & Finance (WD608),365,4000,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Education - Management in Education (WD548),350,4500,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching and Learning in Higher Education (WD366),350,4500,Waterford,Singing,Support
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching in Further Education (WD569),425,5000,Waterford,Chess,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching in Further Education (WD589),400,4500,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Education in Teaching & Learning (WD603),415,4500,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Electronic Engineering (WD543 WD599),400,4500,Waterford,Singing,IT
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Innovative Technology Engineering (WD555 WD557),375,3500,Waterford,Chess,HR
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Sustainable Energy Engineering (WD554 WD556),350,5000,Waterford,Cricket,Management
SETU - Waterford Campus and SETU - South East Technological University,Food Safety & Analytical Microbiology (WD585),365,5500,Waterford,Football,Support
SETU - Waterford Campus and SETU - South East Technological University,International Regulatory Affairs (WD583),425,3500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Lean Enterprise Excellence (WD597),435,5000,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Management (WD514),450,4500,Waterford,Cricket,Support
SETU - Waterford Campus and SETU - South East Technological University,Management Development (WD596),400,4000,Waterford,Football,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Management for Healthcare Professionals (WD593),500,3500,Waterford,Singing,Law
SETU - Waterford Campus and SETU - South East Technological University,Nursing (WD602),500,4000,Waterford,Chess,IT
SETU - Waterford Campus and SETU - South East Technological University,Palliative Care for Healthcare Professionals (WD334),550,3500,Waterford,Cricket,IT
SETU - Waterford Campus and SETU - South East Technological University,Project Management (WD600),365,4500,Waterford,Football,HR
SETU - Waterford Campus and SETU - South East Technological University,Research Programmes (98671),400,4000,Waterford,Singing,Management
SETU - Waterford Campus and SETU - South East Technological University,Respiratory Care Skills - Intellectual Disabilities (WD335),575,6500,Waterford,Chess,Support
SETU - Waterford Campus and SETU - South East Technological University,Social Justice & Public Policy (WD595),365,2500,Waterford,Cricket,Law
SETU - Waterford Campus and SETU - South East Technological University,Sport & Exercise Psychology - Applied (WD523),400,3500,Waterford,Football,IT
SETU - Waterford Campus and SETU - South East Technological University,Statistics & Data Analysis (WD581),450,6500,Waterford,Singing,Support
SETU - Waterford Campus and SETU - South East Technological University,Strategic Quality Management (WD580),475,5000,Waterford,Chess,Finance 
SETU - Waterford Campus and SETU - South East Technological University,Television & Media Production / Telifís agus na Meáin (WD551),250,4500,Waterford,Cricket,Law
SETU - Wexford Campus and SETU - South East Technological University,Agriculture - Organic Agriculture - Wexford Campus (SE518),400,3500,Wexford,Cricket,HR
SETU - Wexford Campus and SETU - South East Technological University,Agriculture - Organic Agriculture - Wexford Campus (SE517),400,3500,Wexford,Football,Management
SETU - Wexford Campus and SETU - South East Technological University,Art - Wexford - Hill Street Campus (SE207),375,2500,Wexford,Singing,Support
SETU - Wexford Campus and SETU - South East Technological University,Art - Wexford - Hill Street Campus (SE211),375,2500,Wexford,Chess,Law
SETU - Wexford Campus and SETU - South East Technological University,Business - Wexford Campus (SE402),350,5000,Wexford,Cricket,IT
SETU - Wexford Campus and SETU - South East Technological University,Business - Wexford Campus (SE416),400,5000,Wexford,Cricket,Support
SETU - Wexford Campus and SETU - South East Technological University,Early Childhood Education & Practice - Wexford Campus (SE934),450,4500,Wexford,Football,Finance 
SETU - Wexford Campus and SETU - South East Technological University,Early Childhood Education & Practice - Wexford Campus (SE912),450,4500,Wexford,Singing,Law
SETU - Wexford Campus and SETU - South East Technological University,Social Care - Applied Social Studies in Professional Social Care - Wexford Campus (SE917),350,4000,Wexford,Chess,HR
SETU - Wexford Campus and SETU - South East Technological University,Sustainable Farm Management & Agribusiness - Wexford Campus (SE509),275,3750,Wexford,Cricket,Management
SETU - Wexford Campus and SETU - South East Technological University,Sustainable Farm Management & Agribusiness - Wexford Campus (SE503),275,3750,Wexford,Cricket,Support
SETU - Wexford Campus and SETU - South East Technological University,Tourism & Event Management - Wexford Campus (SE925),250,3750,Wexford,Football,Law
SETU - Wexford Campus and SETU - South East Technological University,Tourism & Event Management - Wexford Campus (SE922),250,3750,Wexford,Singing,IT
SETU - Wexford Campus and SETU - South East Technological University,Visual Communications & Design - Wexford Campus (SE204),325,4250,Wexford,Chess,Support
SETU - Wexford Campus and SETU - South East Technological University,Visual Communications & Design - Wexford Campus (SE210),325,4250,Wexford,Cricket,Finance 
Technological University of the Shannon,Accounting with Finance & Placement - Athlone Campus (US847),450,5000,Athlone,Cricket,HR
Technological University of the Shannon,Accounting with Finance - Athlone Campus (US846),425,5000,Athlone,Football,Management
Technological University of the Shannon,Animation & Illustration - Athlone Campus (US802),450,5600,Athlone,Singing,Support
Technological University of the Shannon,Athletic & Rehabilitation Therapy - Athlone Campus (US956),425,6000,Athlone,Chess,Law
Technological University of the Shannon,Automation & Robotics - Athlone Campus (US776),500,6000,Athlone,Cricket,IT
Technological University of the Shannon,Automation & Robotics - Athlone Campus (US916),500,3500,Athlone,Cricket,Support
Technological University of the Shannon,Bar Supervision - Athlone Campus (US632),275,3450,Athlone,Football,Finance 
Technological University of the Shannon,Biotechnology - Athlone Campus (US731),500,5000,Athlone,Singing,HR
Technological University of the Shannon,Biotechnology - Athlone Campus (US861),500,5600,Athlone,Chess,Management
Technological University of the Shannon,Business - Sport & Recreation - Athlone Campus (US613),450,5500,Athlone,Cricket,Support
Technological University of the Shannon,Business & Law - Athlone Campus (US848),475,5700,Athlone,Cricket,Law
Technological University of the Shannon,Business - Athlone Campus (US720),450,5600,Athlone,Football,IT
Technological University of the Shannon,Business - Athlone Campus (US611),450,4500,Athlone,Singing,Support
Technological University of the Shannon,Business - Athlone Campus (US840),450,3750,Athlone,Chess,Finance 
Technological University of the Shannon,Business - International Business - Athlone Campus (US853),475,5500,Athlone,Cricket,HR
Technological University of the Shannon,Computer Engineering - Athlone Campus (US714),525,6700,Athlone,Cricket,Management
Technological University of the Shannon,Computer Engineering for Network Infrastructure - Athlone Campus (US824),550,8750,Athlone,Football,Support
Technological University of the Shannon,Computer Engineering for Robotics - Athlone Campus (US716),550,8750,Athlone,Singing,Law
Technological University of the Shannon,Computer Engineering with Network Infrastructure - Athlone Campus (US711),550,8750,Athlone,Chess,IT
Technological University of the Shannon,Construction Management - Athlone Campus (US884),450,6500,Athlone,Cricket,Support
Technological University of the Shannon,Culinary Arts - Athlone Campus (US630),350,6500,Athlone,Cricket,Finance 
Technological University of the Shannon,Culinary Entrepreneurship - Athlone Campus (US930),375,3500,Athlone,Football,HR
Technological University of the Shannon,Dental Nursing - Athlone Campus (US661),575,8500,Athlone,Singing,Management
Technological University of the Shannon,Digital Marketing - Athlone Campus (US724),275,8500,Athlone,Chess,Support
Technological University of the Shannon,Digital Marketing - Athlone Campus (US844),275,7500,Athlone,Cricket,Law
Technological University of the Shannon,Early Years Care & Education - Athlone Campus (US926),250,7500,Athlone,Cricket,IT
Technological University of the Shannon,Early Years Care & Education - Athlone Campus (US780),250,7450,Athlone,Football,Support
Technological University of the Shannon,Engineering - Civil Engineering - Athlone Campus (US761),550,7450,Athlone,Singing,Finance 
Technological University of the Shannon,Engineering - Civil Engineering - Athlone Campus (US887),550,7450,Athlone,Chess,HR
Technological University of the Shannon,Engineering - Common Entry - Athlone Campus (US773),400,7450,Athlone,Cricket,Management
Technological University of the Shannon,Engineering - Mechanical & Polymer Engineering - Athlone Campus (US777),475,7450,Athlone,Cricket,Support
Technological University of the Shannon,Engineering - Mechanical & Polymer Engineering - Athlone Campus (US913),475,7450,Athlone,Football,Law
Technological University of the Shannon,Engineering - Mechanical Engineering - Athlone Campus (US910),465,7450,Athlone,Singing,IT
Technological University of the Shannon,Engineering - Mechanical Engineering - Athlone Campus (US770),465,7420,Athlone,Chess,Support
Technological University of the Shannon,Engineering - Mechanical Engineering with Energy - Athlone Campus (US912),465,7420,Athlone,Cricket,Finance 
Technological University of the Shannon,Engineering - Mechanical Engineering with Energy - Athlone Campus (US772),465,7420,Athlone,Cricket,HR
Technological University of the Shannon,Graphic & Digital Design - Athlone Campus (US803),401,7410,Athlone,Football,Management
Technological University of the Shannon,Graphic Design - Athlone Campus (US700),401,3500,Athlone,Singing,Support
Technological University of the Shannon,Hospitality Management - Athlone Campus (US932),350,3750,Athlone,Chess,Law
Technological University of the Shannon,Hotel & Leisure Management - Athlone Campus (US794),375,4500,Athlone,Cricket,IT
Technological University of the Shannon,Law - Athlone Campus (US850),575,8950,Athlone,Cricket,Support
Technological University of the Shannon,Microbiology - Athlone Campus (US862),580,8950,Athlone,Football,Finance 
Technological University of the Shannon,Music & Instrument Technology - Athlone Campus (US600),250,3650,Athlone,Singing,HR
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US809),250,3560,Athlone,Chess,Management
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US704),250,3560,Athlone,Cricket,Support
Technological University of the Shannon,Nursing - General Nursing - Athlone Campus (US877),565,3650,Athlone,Cricket,Law
Technological University of the Shannon,Nursing - Mental Health Nursing - Athlone Campus (US878),565,4250,Athlone,Football,IT
Technological University of the Shannon,Nutrition & Health Science - Athlone Campus (US950),565,4520,Athlone,Singing,Support
Technological University of the Shannon,Pharmacology - Athlone Campus (US865),575,4120,Athlone,Chess,Finance 
Technological University of the Shannon,Pharmacy Technician - Athlone Campus (US660),550,4210,Athlone,Cricket,HR
Technological University of the Shannon,Physical Activity & Health Science - Athlone Campus (US957),350,6540,Athlone,Cricket,Management
Technological University of the Shannon,Psychology - Applied Psychology - Athlone Campus (US925),375,6450,Athlone,Football,Support
Technological University of the Shannon,Quantity Surveying - Athlone Campus (US880),365,6500,Athlone,Singing,Law
Technological University of the Shannon,Science - Applied Science - Athlone Campus (US662),425,6300,Athlone,Chess,IT
Technological University of the Shannon,Science - Bioveterinary Science - Athlone Campus (US867),430,4500,Athlone,Cricket,Support
Technological University of the Shannon,Science - Exercise & Health Science - Athlone Campus (US788),375,5200,Athlone,Cricket,Finance 
Technological University of the Shannon,Science - Pharmaceutical Sciences - Athlone Campus (US866),365,5200,Athlone,Football,HR
Technological University of the Shannon,Science - Pharmaceutical Sciences - Drug Development & Analysis - Athlone Campus (US733),425,5200,Athlone,Singing,Management
Technological University of the Shannon,Social Care Practice - Athlone Campus (US921),400,5100,Athlone,Chess,Support
Technological University of the Shannon,Social Studies - Applied Social Studies in Social Care - Athlone Campus (US782),400,5320,Athlone,Cricket,Law
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US823),425,5120,Athlone,Cricket,IT
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US715),425,5120,Athlone,Football,Support
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US713),425,5120,Athlone,Singing,Finance 
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US821),425,5120,Athlone,Chess,HR
Technological University of the Shannon,Software Design in Artificial Intelligence for Cloud Computing - Athlone Campus (US822),425,5120,Athlone,Cricket,Management
Technological University of the Shannon,Software Design with Artificial Intelligence for Cloud Computing - Athlone Campus (US712),425,5120,Athlone,Cricket,Support
Technological University of the Shannon,Sports Management - Athlone Campus (US952),350,5120,Athlone,Football,Law
Technological University of the Shannon,Sports Science with Exercise Physiology - Athlone Campus (US951),430,5120,Athlone,Singing,IT
Technological University of the Shannon,Veterinary Nursing - Athlone Campus (US738),350,3450,Athlone,Chess,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Accounting - Thurles Campus (MI009),375,4500,Tipperary,Cricket,IT
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Religious Studies - Thurles Campus (MI010),365,4250,Tipperary,Football,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Business Studies - Thurles Campus (MI012),425,4250,Tipperary,Singing,Finance 
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Religious Studies - Thurles Campus (MI011),400,3500,Tipperary,Chess,HR
Mary Immaculate College,Education Home Economics & Business Studies - Thurles - Second Level Teaching (MI015),400,4520,Tipperary,Cricket,Management
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Business Studies - Thurles Campus (MI014),425,4250,Tipperary,Cricket,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Gaeilge - Thurles Campus (MI013),425,4250,Tipperary,Football,Law
Setanta College,Strength & Conditioning (SC701),275,6500,Dublin,Singing,IT
Setanta College,Strength & Conditioning (SC801),275,6500,Dublin,Chess,Support
Setanta College,Strength & Conditioning (SC601),275,3500,Dublin,Cricket,IT
National College of Ireland,BSc (Honours) in Computing (NC003),270,4210,Dublin,Chess,Support
National College of Ireland,BA (Honours) in Business (NC009),300,3689,Dublin,Athletics ,Finance 
National College of Ireland,BA (Honours) in Marketing Practice (NC020),250,3489,Dublin,Automation,Law
National College of Ireland,BA (Honours) in Accounting and Finance (NC022),330,2240,Dublin,Cricket,IT
National College of Ireland,BA (Honours) in Psychology (NC010),400,2120,Dublin,Football,HR
National College of Ireland,BSc (Honours) in Data Science (NC025),260,5000,Dublin,Singing,Management
National College of Ireland,BA (Honours) in Early Childhood Education and Care (NC030),251,4500,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in Accounting ,401,2500,Dublin,Football,HR
Technological University Dublin (City),Bachelor of Science (Honours) in Analytical Chemistry (Environmental Forensic and Pharmaceutical),402,2800,Dublin,Singing,Management
Technological University Dublin (City),Bachelor of Science (Honours) in Biomedical & Molecular Diagnostics,530,2900,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in Business & Law,475,4210,Dublin,Athletics ,Finance 
Technological University Dublin (City),Bachelor of Science (Honours) in Chemical Sciences with Medicinal Chemistry,454,3689,Dublin,Automation,Law
Technological University Dublin (City),Bachelor of Science (Honours) in Computer Science,485,3489,Dublin,Cricket,IT
Technological University Dublin (City),Bachelor of Engineering (Honours) in Electrical & Electronic / Computer & Communications Engineering (Apply - Advanced Entry),530,2240,Dublin,Football,HR
Technological University Dublin (City),Bachelor of Science (Honours) in Electrical Services & Energy Management,318,2120,Dublin,Singing,Management
Technological University Dublin (City),Bachelor of Arts (Honours) in Game Design,468,5000,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in International Hospitality Management,251,4500,Dublin,Athletics ,Finance 
Technological University Dublin (City),Bachelor of Science (Honours) in Biomedical Science,544,3500,Dublin,Automation,Law
Technological University Dublin (City),Bachelor of Science (Honours) in Physics Technology,307,6500,Dublin,Cricket,IT
Technological University Dublin (Tallaght),Bachelor of Business (Honours) in Accounting and Finance,255,7500,Dublin,Football,HR
Technological University Dublin (Tallaght),Bachelor of Arts (Honours) in Advertising and Marketing Communications ,209,7000,Dublin,Singing,Management
Technological University Dublin (Tallaght),Bachelor of Science (Honours) in Computing with Data Analytics,254,8000,Dublin,Chess,Support
Technological University Dublin (Tallaght),Higher Certificate in Business,180,5000,Dublin,Athletics ,Finance 
Technological University Dublin (Tallaght),Bachelor of Business in Marketing ,250,2500,Dublin,Automation,Law
Technological University Dublin (Tallaght),Bachelor of Science (Honours) in DNA and Forensic Science,462,2800,Dublin,Cricket,IT
Technological University Dublin (Tallaght), Bachelor of Arts (Hons) in Digital Marketing Technologies,227,2900,Dublin,Football,HR
Technological University Dublin (Tallaght),Bachelor of Engineering (Honours) in Electronic Engineering / Engineering Software,350,4210,Dublin,Singing,Management
Technological University Dublin (Tallaght), Bachelor of Business (Honours) International Business,337,3689,Dublin,Chess,Support
Technological University Dublin (Tallaght),Bachelor of Engineering (Honours) in Automation / Biomedical Design / Mechanical Engineering / Sustainable Energy Engineering,301,3489,Dublin,Athletics ,Finance 
Technological University Dublin (Tallaght),Bachelor of Science in Pharmaceutical Science,431,2240,Dublin,Automation,Law
Technological University Dublin (Blanchardstown),Bachelor of Business in Accounting and Finance,232,2120,Dublin,Cricket,IT
Technological University Dublin (Blanchardstown),Bachelor of Business (allowing later specialisation in Business or Business with a Language or Business with Information Technology),270,5000,Dublin,Football,HR
Technological University Dublin (Blanchardstown), Bachelor of Business (Honours) in Information Technology,265,4500,Dublin,Singing,Management
Technological University Dublin (Blanchardstown),Bachelor of Arts in Community and Youth Development,280,3500,Dublin,Chess,Support
Technological University Dublin (Blanchardstown),Bachelor of Engineering (Honours) in Computer Engineering in Mobile Systems,270,6500,Dublin,Athletics ,Finance 
Technological University Dublin (Blanchardstown),Bachelor of Science (Honours) in Computing in Digital Forensics & Cyber Security,285,7500,Dublin,Automation,Law
Technological University Dublin (Blanchardstown),Higher Certificate in Science in Computing in Networking Technologies,400,7000,Dublin,Cricket,IT
Technological University Dublin (Blanchardstown), Bachelor of Science (Honours) in Computing in Digital Forensics and Cyber Security,300,8000,Dublin,Football,HR
Technological University Dublin (Blanchardstown),"Bachelor of Science (Honours) in Design, Technology & Innovation",281,5000,Dublin,Singing,Management
Technological University Dublin (Blanchardstown),Bachelor of Business (allowing later specialisation in Business or Business with a Language or Business with Information Technology),270,6500,Dublin,Chess,Support
Technological University Dublin (Blanchardstown),Bachelor of Engineering (Honours) in Mechatronic Engineering,272,6500,Dublin,Athletics ,Finance 
Technological University Dublin (Blanchardstown), Bachelor of Science in Process Instrumentation & Automation,381,6750,Dublin,Automation,Law
Griffith College Dublin,Certificate in Animation,272,2500,Dublin,Cricket,IT
Griffith College Dublin,BA (Hons) in Audio and Music Technology,285,2800,Dublin,Football,HR
Griffith College Dublin,BSc (Hons) in Computing Science,300,2900,Dublin,Singing,Management
Griffith College Dublin,BA (Hons) in Counselling & Psychotherapy,350,4210,Dublin,Chess,Support
Griffith College Dublin,BA (Hons) in Graphic Communication Design,362,3689,Dublin,Athletics ,Finance 
Griffith College Dublin,Certificate in Intelligent Technologies in Procurement and Supply Chain 4.0,400,3489,Dublin,Automation,Law
Griffith College Dublin,Certificate in Industrial Manufacturing and Maintenance Skills,350,2240,Dublin,Cricket,IT
Griffith College Dublin,Bachelor of Engineering in Industrial and Systems Engineering (B.Eng.),400,2120,Dublin,Football,HR
Griffith College Dublin,BA (Hons) In Pharmaceutical Business Operations,385,5000,Dublin,Singing,Management
Griffith College Dublin,BA (Hons) in Music Production,350,4500,Dublin,Chess,Support
Griffith College Dublin,BA (Hons) in Procurement and Supply Chain Management,300,3500,Dublin,Athletics ,Finance 
South East Technological University,Bachelor of Business (Hons) (Common Entry) (SE402),310,2240,Carlow,Automation,Law
South East Technological University,Bachelor of Business (Honours) in Business Management (SE401),261,2120,Carlow,Cricket,IT
South East Technological University,Bachelor of Business Hons (Human Resource Management) (SE414),241,5000,Carlow,Football,HR
South East Technological University,Bachelor of Business (Honours) in International Business (SE401),261,4500,Carlow,Singing,Management
South East Technological University,Bachelor of Business Hons (Accounting) (SE407),329,3500,Carlow,Chess,Support
South East Technological University,Bachelor of Business Hons (Management) (SE414),214,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Business Hons (Marketing) (SE401),272,7500,Carlow,Automation,Law
South East Technological University,Bachelor of Business (Hons) in Business Information Systems (BIS) (SE409),252,7000,Carlow,Cricket,IT
South East Technological University,Bachelor of Business (Honours) in Business with Law (SE403),267,8000,Carlow,Football,HR
South East Technological University,Bachelor of Business (Honours) in Finance and Accounting (SE401),261,5000,Carlow,Singing,Management
South East Technological University,Higher Certificate in Business with Law (SE421),251,3500,Carlow,Chess,Support
South East Technological University,Bachelor of Science (Honours) in Cybercrime and IT Security (SE606),338,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science in Cybercrime and IT Security (SE612),228,7500,Carlow,Automation,Law
South East Technological University,Bachelor of Science (Honours) in Computing in Interactive Digital Art and Design (SE608),320,7000,Carlow,Cricket,IT
South East Technological University,Bachelor of Science in Computing in Interactive Digital Art and Design (SE615),233,8000,Carlow,Football,HR
South East Technological University,Bachelor of Science (Honours) in Computer Games Development (SE607),326,5000,Carlow,Singing,Management
South East Technological University,Bachelor of Science (Honours) in Software Development (SE603),347,6500,Carlow,Chess,Support
South East Technological University,Bachelor of Science in Software Development (SE609),270,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science (Honours) in Information Technology Management (SE601),310,6750,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Information Technology Management (SE614),251,2500,Carlow,Cricket,IT
South East Technological University,Higher Certificate Science in Computing (with Options in Applications or Programming) (SE616),225,2800,Carlow,Football,HR
South East Technological University,Bachelor of Science (Honours) Common Entry (SE500),256,2900,Carlow,Singing,Management
South East Technological University,Bachelor of Science (Honours) in Biosciences with Biopharmaceuticals (SE500),279,4210,Carlow,Chess,Support
South East Technological University,Bachelor of Science (Honours) in Pharmaceutics and Drug Formulation (SE500),279,3689,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science (Honours) in Brewing and Distilling (SE521),317,3489,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Biosciences (SE515),208,2240,Carlow,Cricket,IT
South East Technological University,Bachelor of Science in Analytical Science (SE513),270,2120,Carlow,Football,HR
South East Technological University,Higher Certificate Science in Applied Biology or Applied Chemistry (SE516),191,5000,Carlow,Singing,Management
South East Technological University,Higher Certificate in Science in Pharmacy Technician Studies (SE937),224,4500,Carlow,Chess,Support
South East Technological University,Bachelor of Engineering (Honours) in Electronic Systems (SE708),224,3500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Engineering in Electronic Engineering (SE722),307,6500,Carlow,Automation,Law
South East Technological University,Bachelor of Science (Honours) in TV and Media Production (SE208),270,7500,Carlow,Cricket,IT
South East Technological University,Bachelor of Science in TV and Media Production (SE212),285,7000,Carlow,Football,HR
South East Technological University,Bachelor of Engineering in Aircraft Systems (SE729),327,8000,Carlow,Singing,Management
South East Technological University,Bachelor of Engineering (Honours) Agricultural Systems Engineering (SE732),200,5000,Carlow,Chess,Support
South East Technological University,Bachelor of Engineering Agricultural Systems Engineering (SE733),100,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Engineering in Mechanical Engineering (SE724),338,6500,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Pilot Studies (SE715),100,6750,Carlow,Cricket,IT
South East Technological University,Bachelor of Engineering (Honours) in Mechanical Engineering (SE711),379,2500,Carlow,Football,HR
South East Technological University,Bachelor of Engineering (Honours) in Aerospace Engineering (SE714),395,2800,Carlow,Singing,Management
South East Technological University,Bachelor of Science (Honours) in Sustainable Farm Management and Agribusiness (SE5030,246,2900,Carlow,Chess,Support
South East Technological University,Bachelor of Science (Honours) Organic Agriculture (SE517),100,4210,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science Organic Agriculture (SE518),100,3689,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Sustainable Farm Management and Agribusiness (SE509),164,3489,Carlow,Cricket,IT
South East Technological University,Bachelor of Education (Honours) in Early Childhood Education and Practice (SE912),260,2240,Carlow,Football,HR
South East Technological University,Bachelor of Education in Early Childhood Education and Practice (SE934),223,2120,Carlow,Singing,Management
South East Technological University,Bachelor of Arts (Honours) in Applied Social Studies in Professional Social Care (SE917),222,5000,Carlow,Chess,Support
South East Technological University,Bachelor of Business (Honours) Common Entry (SE402),310,4500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Business (Honours) in Business (SE402),310,3500,Carlow,Automation,Law
South East Technological University,Bachelor of Business (Honours) in Digital Marketing (SE402),310,6500,Carlow,Cricket,IT
South East Technological University,Bachelor of Business Common Entry (Options in Business & Digital Marketing) (SE416),250,7500,Carlow,Football,HR
South East Technological University,Bachelor of Business in Business (SE416),250,7000,Carlow,Singing,Management
South East Technological University,Bachelor of Business in Digital Marketing (SE416),250,8000,Carlow,Chess,Support
South East Technological University,Higher Certificate in Business (XBS) (SE420),172,5000,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science (Honours) in Tourism and Event Management (SE922),251,6500,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Tourism and Event Management (SE925),223,6500,Carlow,Cricket,IT
South East Technological University,Bachelor of Arts (Honours) Visual Communications and Design (SE204),264,6750,Carlow,Football,HR
South East Technological University,Bachelor of Arts Visual Communications and Design (SE210),100,2500,Carlow,Singing,Management
South East Technological University,Bachelor of Arts (Honours) in Art (SE207),101,2800,Carlow,Chess,Support
South East Technological University,Bachelor of Arts in Art (SE211),102,2900,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Engineering (Honours) Agricultural Systems Engineering (SE732),103,4210,Carlow,Automation,Law
South East Technological University,Bachelor of Engineering Agricultural Systems Engineering (SE733),104,3689,Carlow,Cricket,IT
Technological University of the Shannon,"International Business
Bachelor of Business (Honours)(US853)",281,4210,Athlone,Football,HR
Technological University of the Shannon,"Business
Bachelor of Business(US720)",228,3689,Athlone,Singing,Management
Technological University of the Shannon,"Business
Bachelor of Business (Honours)(US840)",298,3489,Athlone,Chess,Support
Technological University of the Shannon,"Business and Law
Bachelor of Business (Honours)(US848)",900,2240,Athlone,Athletics ,Finance 
