University,Course Name,CAO opening rank,CAO closing rank,Budget,City,Interest,Job domain,
ATU - Sligo Campus and ATU - Atlantic Technological University,Computing - Sligo Campus (AU845),350,625,6500,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Computing - Sligo Campus (AU725),350,625,5750,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Computing - Sligo Campus (AU955),335,625,5750,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Construction Economics - Sligo Campus (AU716),342,625,5750,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Construction Project Management & Applied Technology - Sligo Campus (AU946),365,625,5450,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Creative Design - Sligo Campus (AU927),342,625,4500,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Creative Design - Sligo Campus (AU821),342,625,5450,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Early Education & Care - Sligo Campus (AU919),250,625,5200,Sligo,Cricket,Support,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Education Home Economics & Biology with concurrent Teacher Education - St Angela's (AU985),242,625,5120,Sligo,Football,Law,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Education Home Economics & Irish with concurrent Teacher Education - St. Angela's (AU987),242,625,5210,Sligo,Singing,IT,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Education Home Economics & Religious Education with concurrent Teacher Education - St Angela's (AU986),242,625,5130,Sligo,Chess,Support,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Education Home Economics - with concurrent Teacher Education - St Angela's (AU988),256,625,5310,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Electronics & Self-Driving Technologies - Sligo Campus (AU942),245,625,5230,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Civil Engineering - Sligo Campus (AU944),420,625,5230,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Civil Engineering - Sligo Campus (AU835),420,625,5130,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Mechanical Engineering - Sligo Campus (AU833),420,625,5310,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Mechanical Engineering - Sligo Campus (AU943),420,625,5420,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Mechatronic Engineering - Sligo Campus (AU831),420,625,5240,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Precision Engineering & Design - Sligo Campus (AU834),420,625,5340,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Sligo Campus (AU940),420,625,5500,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Sligo Campus (AU715),420,625,5800,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Engineering - Sligo Campus (AU830),420,625,5900,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,English & Psychology - Sligo Campus (AU917),420,625,5760,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Environmental Science with Ecology - Sligo Campus (AU966),350,625,5670,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Environmental Science with Ecology - Sligo Campus (AU731),350,625,5263,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Environmental Science with Ecology - Sligo Campus (AU855),350,625,5420,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Forensic Investigation & Analysis - Sligo Campus (AU859),350,625,5120,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Forensic Investigation & Analysis - Sligo Campus (AU970),350,625,5840,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Games Development - Sligo Campus (AU848),240,625,5480,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Health & Exercise Science - Sligo Campus (AU732),310,625,5490,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Health Science & Physical Activity - Sligo Campus (AU971),310,625,5690,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Health Science & Physiology - Sligo Campus (AU861),310,625,5960,Sligo,Singing,Finance ,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Home Economics - St Angela's (AU990),325,625,5340,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Human Nutrition - Sligo Campus (AU862),356,625,5460,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Human Nutrition - Sligo Campus (AU972),356,625,4500,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Interior Architecture & Design - Sligo Campus (AU926),356,625,4620,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Interior Architecture & Design - Sligo Campus (AU820),225,625,4210,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,International Tourism & Event Management - Sligo Campus (AU803),234,625,4120,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Law & Business - Sligo Campus (AU915),300,625,4130,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Marketing - Sligo Campus (AU904),326,625,4310,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Marketing - Sligo Campus (AU802),258,625,4630,Sligo,Singing,Finance ,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Nursing - General Nursing - St Angela's (AU991),400,625,4360,Sligo,Chess,HR,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Nursing - Intellectual Disability Nursing - St Angela's (AU992),320,625,4260,Sligo,Cricket,Management,
ATU - Sligo St. Angela's and ATU - Atlantic Technological University,Nutrition Food & Business Management - St Angela's (AU989),300,625,4620,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Occupational Safety & Health - Sligo Campus (AU967),307,625,3500,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Occupational Safety & Health - Sligo Campus (AU856),252,625,3520,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Performing Arts - Acting - Sligo Campus (AU823),237,625,3250,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Performing Arts - Sligo Campus (AU931),354,625,3420,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Performing Arts - Theatre Design - Sligo Campus (AU824),246,625,3240,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Quantity Surveying - Sligo Campus (AU836),210,625,3250,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Quantity Surveying - Sligo Campus (AU945),307,625,3620,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Robotics & Automation - Sligo Campus (AU941),403,625,3460,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Science - Biomedical Science - Sligo Campus (AU969),410,625,3560,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Science - Biomedical Science - Sligo Campus (AU858),244,625,3500,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Science - Pharmaceutical Science with Drug Development - Sligo Campus (AU968),317,625,3250,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Science - Pharmaceutical Science with Drug Development - Sligo Campus (AU857),256,625,3250,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Science - Sligo Campus (AU965),320,625,3420,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Science - Sligo Campus (AU730),224,625,3680,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Social Care Practice - Sligo Campus (AU918),302,625,3870,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Sociology & Politics - Sligo Campus (AU916),302,625,3870,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Software Development - Sligo Campus (AU847),280,625,3780,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Software Development - Sligo Campus (AU957),300,625,3480,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Sport with Business - Sligo Campus (AU903),280,625,3840,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Tourism & Event Management - Sligo Campus (AU905),309,625,3590,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Writing & Literature - Online - Sligo Campus (AU930),424,625,3960,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Writing & Literature - Sligo Campus (AU929),308,625,3650,Sligo,Cricket,IT,
University of Galway and Burren College of Art,Art & Ecology (81776),302,625,3460,Sligo,Football,Support,
University of Galway and Shannon College of Hotel Management,Business & Hospitality (1MBH1 1MBH2),360,625,5000,Galway,Singing,Finance ,
University of Galway and Shannon College of Hotel Management,Global Hospitality Management & Intercultural Communication (112555),350,625,5420,Galway,Chess,HR,
University of Galway and Shannon College of Hotel Management,Hospitality & Leadership (DHL9),250,625,5320,Galway,Cricket,Management,
University of Galway and Shannon College of Hotel Management,Hospitality Performance Revenue & Asset Management (112561),240,625,5230,Galway,Cricket,Support,
Dundalk Institute of Technology,Accounting & Finance (DK810),229,625,4300,Dundalk,Football,HR,
Dundalk Institute of Technology and Ballyhaise Agricultural College,Agriculture (DK882),319,625,4320,Dundalk,Singing,Management,
Dundalk Institute of Technology,Applied Youth Work (DK866), ,625,4120,Dundalk,Chess,Support,
Dundalk Institute of Technology,Architectural Technology (DK731),341,625,4310,Dundalk,Cricket,Law,
Dundalk Institute of Technology,Architectural Technology (DK831),381,625,3450,Dundalk,Football,IT,
Dundalk Institute of Technology,Arts (DK861),235,625,4500,Dundalk,Singing,Support,
Dundalk Institute of Technology,Audio & Music Production (DK768),368,625,4500,Dundalk,Chess,IT,
Dundalk Institute of Technology,Audio & Music Production (DK865),393,625,4620,Dundalk,Cricket,Support,
Dundalk Institute of Technology,Augmented & Virtual Reality (DK722),199,625,4250,Dundalk,Cricket,Finance ,
Dundalk Institute of Technology,Augmented & Virtual Reality (DK822),346,625,4510,Dundalk,Football,HR,
Dundalk Institute of Technology,Building Surverying (DK730),272,625,4150,Dundalk,Singing,Management,
Dundalk Institute of Technology,Building Surveying (DK830),293,625,4810,Dundalk,Chess,Support,
Dundalk Institute of Technology,Business & Management (DK710),0,625,4280,Dundalk,Cricket,HR,
Dundalk Institute of Technology,Business & Technology (DK711),0,625,6500,Dundalk,Football,Management,
Dundalk Institute of Technology,Business Studies (DK816),299,625,4250,Dundalk,Singing,Support,
Dundalk Institute of Technology and Monaghan Institute,Business Studies - Yrs 1 & 2 at Monaghan Institute Final Yr at DKIT (DK817),320,625,4520,Dundalk,Chess,Law,
Dundalk Institute of Technology,Community Youth Work (DK767),240,625,4320,Dundalk,Cricket,IT,
Dundalk Institute of Technology,Computing - Common Entry (DK721),158,625,4120,Dundalk,Cricket,Support,
Dundalk Institute of Technology,Computing in Games Development (DK820),309,625,4120,Dundalk,Football,IT,
Dundalk Institute of Technology,Computing in Software Development (DK821),319,625,4210,Dundalk,Singing,Support,
Dundalk Institute of Technology,Computing Systems & Operations (DK723),320,625,4320,Dundalk,Chess,Finance ,
Dundalk Institute of Technology,Computing Systems & Operations (DK824),280,625,4520,Dundalk,Cricket,HR,
Dundalk Institute of Technology,Construction Management (DK832),380,625,4920,Dundalk,Football,Management,
Dundalk Institute of Technology,Construction Management (DK732),279,625,5450,Dundalk,Singing,Support,
Dundalk Institute of Technology,Creative Media (DK863),409,625,5620,Dundalk,Chess,HR,
Dundalk Institute of Technology,Creative Media (DK769),377,625,5260,Dundalk,Cricket,Management,
Dundalk Institute of Technology,Culinary Arts (DK753),210,625,5230,Dundalk,Cricket,Support,
Dundalk Institute of Technology,Digital Marketing & Public Relations (DK712),206,625,5420,Dundalk,Football,Law,
Dundalk Institute of Technology,Digital Marketing & Strategic Communication (DK818),206,625,5420,Dundalk,Singing,IT,
Dundalk Institute of Technology,Early Childhood Studies (DK876),240,625,5120,Dundalk,Chess,Support,
Dundalk Institute of Technology,Engineering - Civil Engineering (DK744),192,625,5310,Dundalk,Cricket,IT,
Dundalk Institute of Technology,Engineering - Civil Engineering (DK846),330,625,5620,Dundalk,Football,Support,
Dundalk Institute of Technology,Engineering - Common Entry (DK843),336,625,5260,Dundalk,Singing,Finance ,
Dundalk Institute of Technology,Engineering - Electrical & Electronic Engineering (DK845),361,625,5420,Dundalk,Chess,HR,
Dundalk Institute of Technology,Engineering - Electrical & Electronic Systems (DK740),155,625,5210,Dundalk,Cricket,Management,
Dundalk Institute of Technology,Engineering - Mechanical Engineering (DK742),168,625,5120,Dundalk,Cricket,Support,
Dundalk Institute of Technology,Engineering - Mechanical Engineering (DK844),404,625,5320,Dundalk,Football,HR,
Dundalk Institute of Technology,Event Management (DK752),204,625,6520,Dundalk,Singing,Management,
Dundalk Institute of Technology,Event Management with Marketing (DK852),240,625,5320,Dundalk,Chess,Support,
Dundalk Institute of Technology,Film & Television Production (DK864),350,625,5120,Dundalk,Cricket,Law,
Dundalk Institute of Technology,Health & Physical Activity (DK880),307,625,5230,Dundalk,Football,IT,
Dundalk Institute of Technology,Hospitality Management (DK750),204,625,5320,Dundalk,Singing,Support,
Dundalk Institute of Technology,Hospitality Management with Business (DK851),204,625,5440,Dundalk,Chess,IT,
Dundalk Institute of Technology,Innovation & Business Management (DK802),232,625,5400,Dundalk,Cricket,Support,
Dundalk Institute of Technology,Mathematics & Data Science (DK823),356,625,5620,Dundalk,Cricket,Finance ,
Dundalk Institute of Technology,Music (DK860),593,625,5620,Dundalk,Football,HR,
Dundalk Institute of Technology,Musical Theatre (DK771),484,625,5260,Dundalk,Singing,Management,
Dundalk Institute of Technology,Nursing - General Nursing (DK870),415,625,5420,Dundalk,Chess,Support,
Dundalk Institute of Technology,Nursing - Intellectual Disability Nursing (DK872),320,625,6520,Dundalk,Cricket,HR,
Dundalk Institute of Technology,Nursing - Mental Health Nursing (DK874),240,625,6250,Dundalk,Football,Management,
Dundalk Institute of Technology,Nursing - Midwifery (DK877),432,625,6320,Dundalk,Singing,Support,
Dundalk Institute of Technology,Nutrition & Health (DK888),425,625,4850,Dundalk,Chess,Law,
Dundalk Institute of Technology,Science (DK883),260,625,6230,Dundalk,Cricket,IT,
Dundalk Institute of Technology,Science - Bioscience (DK781),218,625,6320,Dundalk,Cricket,Support,
Dundalk Institute of Technology,Science - Pharmaceutical Science (DK783),211,625,6230,Dundalk,Football,IT,
Dundalk Institute of Technology,Social Care (DK862),327,625,6120,Dundalk,Singing,Support,
Dundalk Institute of Technology,Sport Exercise & Enterprise (DK763),0,625,6410,Dundalk,Chess,Finance ,
Dundalk Institute of Technology,Sports Exercise with Business (DK867),0,625,5420,Dundalk,Cricket,HR,
Dundalk Institute of Technology,Technology & Business Intelligence (DK801),350,625,5120,Dundalk,Football,Management,
Dundalk Institute of Technology,Theatre & Film Practice (DK770),165,625,5210,Dundalk,Singing,Support,
Dundalk Institute of Technology,Tourism - International Tourism Management (DK850),210,625,5320,Dundalk,Chess,HR,
Dundalk Institute of Technology,Veterinary Nursing (DK784),434,625,5120,Dundalk,Cricket,Management,
