,CourseID,Course_name,Score1,Score2
9265,DC155,Applied Language and Intercultural Studies,345,430.0
9266,DC156,Languages for International Communication - English Stream,260,370.0
9267,DC161,Analytical Science,365,395.0
9268,DC162,Chemical and Pharmaceutical Sciences,360,400.0
9269,DC165,Science International Programme,395,425.0
9270,DC166,Environmental Science and Health,360,405.0
9271,DC167,Physics with Astronomy,410,420.0
9272,DC168,Genetics and Cell Biology,385,410.0
9273,DC171,Applied Physics,375,405.0
9274,DC173,Physics with Biomedical Sciences,430,475.0
9275,DC181,Biotechnology,360,400.0
9276,DC191,Electronic Engineering,255,325.0
9277,DC192,Information and Communications Engineering,425,430.0
9278,DC193,Mechatronics Engineering,235,365.0
9279,DC195,Mechanical and Manufacturing Engineering,335,375.0
9280,DC196,Manufacturing Engineering with Business Studies,340,380.0
9281,DC197,Biomedical Engineering,345,395.0
9282,DC199,Digital Media Engineering,385,450.0
9283,DC200,Common Entry into Engineering (Undenominated Entry),280,440.0
9284,DC201,Common Entry into Science (Undenominated Entry),360,410.0
9285,DC202,Sport Science and Health,445,455.0
9286,DC203,Science Education,395,435.0
9287,DC204,Athletic Therapy and Training,470,490.0
9288,DC205,Physical Education with Biology,475*,495.0
9289,DC211,Music Performance at the Royal Irish Academy of Music,#320,430.0
9290,DC212,Composition at the Royal Irish Academy of Music,#335,420.0
9291,DC215,General Nursing,365,385.0
9292,DC216,Psychiatric Nursing,315,330.0
9293,DC217,Intellectual Disability Nursing,300*,325.0
9294,DC218,Children's and General Nursing (Integrated),430,450.0
9295,DC225,Mature Applicants General Nursing,#153*,161.0
9296,DC226,Mature Applicants Psychiatric Nursing,#135,150.0
9297,DC227,Mature Applicants Intellectual Disability Nursing,#130,143.0
9298,DC228,Mature Applicants Children's and General Nursing (Integrated),#161,166.0
9299,DC230,Economics Politics and Law,440,455.0
9300,DC231,International Relations,415,435.0
9301,DC235,Education and Training,325*,355.0
9302,DC236,Quantitative Finance,470,485.0
9303,DC238,Contemporary Culture and Society,340,370.0
9304,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,445,495.0
9305,DC240,Marketing Innovation and Technology,400,410.0
9306,DT001,Product Design,360,385.0
9307,DT021,Electrical and Electronic Engineering,350,434.0
9308,DT023,Manufacturing and Design Engineering,405,440.0
9309,DT025,Engineering,380,435.0
9310,DT028,Transport Operations and Technology,235,320.0
9311,DT081,Computer & Communications Engineering,335,385.0
9312,DT101,Architecture,#532,590.0
9313,DT106,Planning and Environmental Management,375,400.0
9314,DT110,Property Economics (Valuation Surveying),360,395.0
9315,DT111,Construction Economics and Management (Quantity Surveying),400,435.0
9316,DT112,Geomatics,250,365.0
9317,DT117,Construction Management,340,370.0
9318,DT203,Forensic and Environmental Analysis,305,360.0
9319,DT204,Biomedical Science,375,445.0
9320,DT205,Mathematical Sciences,240,345.0
9321,DT211,Computing,235,310.0
9322,DT222,Physics Technology,275,340.0
9323,DT223,Human Nutrition and Dietetics,530*,550.0
9324,DT224,Optometry,520*,540.0
9325,DT227,Science with Nanotechnology,295,365.0
9326,DT228,Computer Science,230,315.0
9327,DT229,Clinical Measurement,315,420.0
9328,DT235,Physics with Medical Physics and Bioengineering,285,370.0
9329,DT341,Marketing,385,400.0
9330,DT343,Retail and Services Management,340,365.0
9331,DT354,Business Computing,330,355.0
9332,DT358,Logistics and Supply Chain Management,250,315.0
9333,DT365,Business and Management,410,420.0
9334,DT366,Accounting and Finance,425,440.0
9335,DT401,Hospitality Management,260,330.0
9336,DT407,Culinary Arts,350,385.0
9337,DT412,Tourism Marketing,265,335.0
9338,DT413,Event Management,405,430.0
9339,DT416,Food and Beverage Culinary Management,245,320.0
9340,DT417,Bar Studies (Management and Entrepreneurship),210,305.0
9341,DT420,Nutraceuticals for Health and Nutrition,345,395.0
9342,DT480,Food Technology/Pharmaceutical Technology,195,315.0
9343,DT491,Environmental Health,340,380.0
9344,DT501,Music,#375,515.0
9345,DT544,Design - Interior + Furniture,#500,655.0
9346,DT545,Design - Visual Communication,#690,805.0
9347,DT546,Fine Art,#660,835.0
9348,DT552,Media Arts,445,475.0
9349,DT553,Journalism,445,455.0
9350,DT555,International Business and Languages - (French),390,415.0
9351,DT556,International Business and Languages - (German),325*,350.0
9352,DT557,International Business and Languages - (Spanish),330,370.0
9353,DT559,Photography,#635,700.0
9354,DT564,International Business and Languages - (Italian),310,335.0
9355,DT565,Chinese and International Business,325,375.0
9356,DT571,Social Care,400,430.0
9357,DT572,Early Childhood Education,385,410.0
9358,DT582,Journalism with a language,400,425.0
9359,DL041,Animation,#635,849.0
9360,DL042,Photography,#819,920.0
9361,DL043,Visual Communications,#560,852.0
9362,DL044,Visual Arts Practice (Fine Art),#440,789.0
9363,DL045,Film and Television Production,#845,960.0
9364,DL046,Modelmaking Design and Digital Effects,#560,905.0
9365,DL141,Applied Psychology,300,355.0
9366,DL143,Multimedia Systems/Web Engineering,245,305.0
9367,DL241,English Media and Cultural Studies,350,400.0
9368,DL242,Business Studies and Arts Management,255,340.0
9369,DL245,Business Studies - Entrepreneurship,250,320.0
9370,FR001,Education - Primary Teaching,460*,465.0
9371,FR002,Education - Primary Teaching - Gaeltacht Applicants,420,420.0
9372,GC200,Business Studies,325,355.0
9373,GC201,Accounting and Finance,,
9374,GC203,Law,215,370.0
9375,GC400,Business Studies,245,310.0
9376,GC401,Accounting and Finance,255,305.0
9377,GC403,Law,250,340.0
9378,GC404,Business and Law,270,345.0
9379,GC405,International Hospitality Management,230,345.0
9380,GC430,Computing Science,240,285.0
9381,GC450,Journalism and Visual Media,245,335.0
9382,GC489,Interior Architecture,AQA,325.0
9383,GC494,Fashion Design (Level 8),#280,400.0
9384,BN101,Business,215,305.0
9385,BN102,Business with Information Technology and a Language,290,310.0
9386,BN103,Business and Information Technology,280,330.0
9387,BN104,Computing (Information Technology),225,305.0
9388,BN105,Engineering (Mechatronics),205,310.0
9389,BN106,Engineering (Computer Engineering),240,295.0
9390,BN107,Applied Social Studies in Social Care,320,355.0
9391,BN108,Engineering (options: computer engineering mechatronics),215,320.0
9392,BN109,Business (business IT language intl business accounting & financ,250,305.0
9393,BN110,International Business,255,320.0
9394,BN111,Sports Management and Coaching,260,325.0
9395,BN112,Creative Digital Media (Level 8),240,310.0
9396,TA021,Arts - European Studies,180,310.0
9397,TA022,Arts - Creative Digital Media,315,355.0
9398,TA023,Arts - Advertising and Marketing Communications,250,325.0
9399,TA121,Business - Accounting,260,320.0
9400,TA122,Business - Management,260,325.0
9401,TA123,Business - Marketing Management,245,310.0
9402,TA321,Science - Pharmaceutical Science,210,305.0
9403,TA322,Science - Computing,225,310.0
9404,TA323,Science - Information Technology Management,250,325.0
9405,TA325,Science - Bioanalytical Science,305,340.0
9406,MD201,Religion Education and English - second level teaching,400,420.0
9407,MD301,Religion Education and History - second level teaching,390,410.0
9408,MD401,Religion Education and Music - second level teaching,#360,385.0
9409,MD500,Irish Studies and Religious Studies - Arts,315,355.0
9410,NC001,Accounting and Human Resource Management,290,350.0
9411,NC003,Software Systems,250,295.0
9412,NC004,Business Information Systems,245,305.0
9413,NC005,Human Resource Management,290,330.0
9414,NC006,Accounting,290,345.0
9415,NC007,Financial Services,290,350.0
9416,NC011,Accounting and Human Resource Management - ABP Applicants,265,265.0
9417,NC013,Software Systems - Area Based Partnership Applicants,285,285.0
9418,NC014,Business Information Systems - Area Based Partnership,,
9419,NC015,Human Resource Management - Area Based Partnership,,
9420,NC016,Accounting - Area Based Partnership Applicants,240,240.0
9421,NC017,Financial Services - Area Based Partnership Applicants,,
9422,PB250,Law,235,320.0
9423,PB251,Accounting and Finance,290,300.0
9424,PB253,Business Studies,195,320.0
9425,PB254,Marketing,235,235.0
9426,RC001,Medicine,565*,570.0
9427,RC004,Physiotherapy,500,510.0
9428,RC005,Pharmacy,540*,545.0
9429,RC010,General Nursing,,
9430,RC101,Medicine - Graduate Entry,#58,62.0
9431,PD101,Education - Primary Teaching,470*,490.0
9432,PD102,Education - Primary Teaching - Gaeltacht Applicants,430,465.0
9433,PD103,Arts/Humanities,425*,440.0
9434,TR002,Music,**435,480.0
9435,TR003,History,450*,495.0
9436,TR004,Law,530*,560.0
9437,TR005,Philosophy,430*,470.0
9438,TR006,Psychology,535,560.0
9439,TR007,Clinical Speech and Language Studies,510*,530.0
9440,TR008,Religions and Theology,335,430.0
9441,TR009,Music Education,**465,490.0
9442,TR010,Computer Science Linguistics and German,445,445.0
9443,TR011,Computer Science Linguistics and French,430,430.0
9444,TR012,History and Political Science,500,525.0
9445,TR013,Computer Science Linguistics and Irish,,
9446,TR014,Philosophy and Political Science,470,510.0
9447,TR015,Philosophy Political Science Economics and Sociology,505,530.0
9448,TR018,Law and French,565*,590.0
9449,TR019,Law and German,535,565.0
9450,TR021,Classics,410,535.0
9451,TR022,Early and Modern Irish,345,395.0
9452,TR023,English Studies,500,560.0
9453,TR024,European Studies,495*,540.0
9454,TR025,Drama and Theatre Studies,***485*,525.0
9455,TR026,Germanic Languages,450,460.0
9456,TR027,Irish Studies,325,430.0
9457,TR031,Mathematics,450,530.0
9458,TR032,Engineering,445*,505.0
9459,TR033,Computer Science,355,430.0
9460,TR034,Management Science and Information Systems Studies,435,495.0
9461,TR035,Theoretical Physics,500,555.0
9462,TR038,Engineering with Management,375,440.0
9463,TR051,Medicine,580,600.0
9464,TR052,Dental Science,550,565.0
9465,TR053,Physiotherapy,510*,535.0
9466,TR054,Occupational Therapy,495*,515.0
9467,TR055,Radiation Therapy,500*,530.0
9468,TR071,Science,415,480.0
9469,TR072,Pharmacy,545*,565.0
9470,TR073,Human Genetics,455,515.0
9471,TR074,Chemistry with Molecular Modelling,410,425.0
9472,TR075,Medicinal Chemistry,440,510.0
9473,TR076,Physics and Chemistry of Advanced Materials,385,460.0
9474,TR081,Business Economic and Social Studies,470*,500.0
9475,TR083,Sociology and Social Policy,435,465.0
9476,TR084,Social Studies (Social Work),480*,515.0
9477,TR085,Business Studies and French,510*,535.0
9478,TR086,Business Studies and German,420*,465.0
9479,TR087,Business Studies and Russian,410*,430.0
9480,TR089,Business Studies and Polish,415,415.0
9481,TR090,Business Studies and Spanish,460,500.0
9482,TR091,General Nursing (Meath and St James's),355,385.0
9483,TR092,Mature Applicants General Nursing (Meath and St James's),#158,163.0
9484,TR093,General Nursing (Adelaide School of Nursing),#375,415.0
9485,TR094,Mature Applicants General Nursing (Adelaide School of Nursing),#171,179.0
9486,TR095,Psychiatric Nursing,290,345.0
9487,TR096,Mature Applicants Psychiatric Nursing,#116,144.0
9488,TR097,Intellectual Disability Nursing,290,345.0
9489,TR098,Mature Applicants Intellectual Disability Nursing,#139,151.0
9490,TR911,Children's and General Nursing (Integrated),465*,480.0
9491,TR912,Mature Applicants Children's and General Nursing (Integrated),#163,172.0
9492,TR913,Midwifery,395*,430.0
9493,TR914,Mature Applicants Midwifery,#170,176.0
9494,DN001,Architecture,525,560.0
9495,DN002,Medicine,570*,580.0
9496,DN004,Radiography,510,525.0
9497,DN005,Veterinary Medicine,545*,565.0
9498,DN006,Physiotherapy,510*,535.0
9499,DN007,Social Science,390,425.0
9500,DN008,Science,300,400.0
9501,DN009,Law (BCL),490*,510.0
9502,DN010,Agricultural Science,375,415.0
9503,DN012,Arts,350,400.0
9504,DN013,Commerce - Business with Chinese Studies,465,490.0
9505,DN015,Commerce,450,470.0
9506,DN016,Commerce (International) - with German,425,445.0
9507,DN017,Commerce (International) - with French,490,515.0
9508,DN018,Commerce (International) - with Spanish,455,480.0
9509,DN019,Commerce (International) - with Italian,435,440.0
9510,DN020,Actuarial and Financial Studies,520,555.0
9511,DN021,Business and Law,490*,515.0
9512,DN022,Arts part-time (Evening),225,485.0
9513,DN023,Arts part-time (Day),350,
9514,DN024,Sport and Exercise Management,380,415.0
9515,DN026,Economics and Finance,505,535.0
9516,DN028,BCL Ma�trise,535,545.0
9517,DN029,Law with French Law (BCL),495,520.0
9518,DN030,Computer Science - Science,335,410.0
9519,DN031,Theoretical Physics,405,525.0
9520,DN032,Mathematical Science,465,530.0
9521,DN033,Physics with Astronomy and Space Science,335,435.0
9522,DN034,Pharmacology,420,480.0
9523,DN035,Medicinal Chemistry and Chemical Biology,395,435.0
9524,DN036,Neuroscience,435,480.0
9525,DN037,Biomedical Health and Life Sciences,475,520.0
9526,DN038,Climate and Earth System Science,320,425.0
9527,DN039,Biochemistry and Molecular Biology,465,485.0
9528,DN040,Food Science,360,410.0
9529,DN041,Landscape Architecture,390,435.0
9530,DN042,Forestry,330,360.0
9531,DN043,Food and Agribusiness Management,375,420.0
9532,DN044,Agri-Environmental Sciences,320,350.0
9533,DN045,Animal and Crop Production,340,370.0
9534,DN046,Animal Science,360,405.0
9535,DN047,Engineering Technology,360,395.0
9536,DN048,Horticulture Landscape and Sportsturf Management,315,345.0
9537,DN049,Animal Science - Equine,415,460.0
9538,DN050,Computer Science - Arts,290,345.0
9539,DN051,Economics,435,440.0
9540,DN052,History,425*,445.0
9541,DN053,Philosophy,385*,415.0
9542,DN054,Psychology,495*,515.0
9543,DN055,English,465*,480.0
9544,DN056,Integrated BA/MA Masters degree programme,400,435.0
9545,DN057,Arts (International) - French,445,460.0
9546,DN058,Arts (International) - German,320,370.0
9547,DN059,Arts (International) - Spanish,445,495.0
9548,DN060,Law with History,520,530.0
9549,DN061,History Politics and International Relations,480,520.0
9550,DN062,Economics and Politics,440,455.0
9551,DN063,Geography Planning and Environmental Policy,435,460.0
9552,DN065,Law with Politics,540,555.0
9553,DN066,Law with Philosophy,505,510.0
9554,DN067,Law with Economics,540,550.0
9555,DN071,Chemical Engineering or Bioprocess Engineering,425,470.0
9556,DN072,Civil Engineering,470,500.0
9557,DN073,Electronic Engineering or Electrical Engineering,355,415.0
9558,DN074,Mechanical Engineering,360,455.0
9559,DN076,Biosystems Engineering,325,510.0
9560,DN077,Engineering,475,520.0
9561,DN078,Structural Engineering with Architecture,495,515.0
9562,DN080,Engineering Science,455,505.0
9563,DN090,Human Nutrition,510,525.0
9564,DN093,Archaeology and Geology,345,385.0
9565,DN096,Health and Performance Science,420,445.0
9566,DN102,Medicine - Graduate Entry,#57*,58.0
9567,DN105,Veterinary Medicine - Graduate Entry route,#,
9568,DN110,General Nursing,350,385.0
9569,DN111,Mature Applicants General Nursing,#150,155.0
9570,DN116,Children's and General Nursing (Integrated),455,465.0
9571,DN117,Mature Applicants Children's and General Nursing (Integrated),#154,159.0
9572,DN118,Midwifery,415,445.0
9573,DN119,Mature Applicants Midwifery,#162*,167.0
9574,DN120,Psychiatric Nursing,330,355.0
9575,DN121,Mature Applicants Psychiatric Nursing,#137,145.0
9576,DK810,Accounting and Finance,300,365.0
9577,DK812,Marketing,280,320.0
9578,DK814,Business Studies in International Management,280,335.0
9579,DK815,Public Relations,285,340.0
9580,DK820,Computing in Games Development,280,350.0
9581,DK821,Computing in Internet Technologies,260,340.0
9582,DK830,Building Surveying,260,320.0
9583,DK860,Applied Music,#,
9584,DK870,General Nursing,330*,345.0
9585,DK871,Mature Applicants General Nursing,#159,163.0
9586,DK872,Intellectual Disability Nursing,280*,305.0
9587,DK873,Mature Applicants Intellectual Disability Nursing,#139,155.0
9588,DK874,Psychiatric Nursing,305*,320.0
9589,DK875,Mature Applicants Psychiatric Nursing,#139,151.0
9590,DK876,Early Childhood Studies,305*,345.0
9591,DK877,Midwifery,375,395.0
9592,DK878,Mature Applicants Midwifery,#166*,172.0
9593,DK880,Health Promotion and Physical Activity,305,345.0
9594,GA180,Gn� agus Cumars�id,270,300.0
9595,GA181,Accounting,300,340.0
9596,GA380,Hotel and Catering Management,240,305.0
9597,GA480,Construction Management,320,360.0
9598,GA481,Property Studies,330,370.0
9599,GA780,Applied Freshwater and Marine Biology,300,360.0
9600,GA781,Applied Biology and Biopharmaceutical Science,305,350.0
9601,GA782,Chemical & Pharmaceutical Science,315,355.0
9602,GA783,Physics and Instrumentation,345,350.0
9603,GA784,Science (Undenominated),315,355.0
9604,GA785,Medical Science,375,425.0
9605,GA880,General Nursing (Castlebar),350,365.0
9606,GA881,Mature Applicants General Nursing (Castlebar),#161*,168.0
9607,GA882,Psychiatric Nursing (Castlebar),320,335.0
9608,GA883,Mature Applicants Psychiatric Nursing (Castlebar),#164,170.0
9609,GA980,Design and Technology Education (Letterfrack),395,415.0
9610,GY101,Arts,345,395.0
9611,GY102,Arts (Economic and Social Studies at St Angela's College Sligo),225,305.0
9612,GY103,Arts (Public and Social Policy),310,330.0
9613,GY104,Arts (Psychology),515*,525.0
9614,GY105,Arts (History),345,410.0
9615,GY106,Na D�na (Cumars�id),285,385.0
9616,GY107,Na D�na (Gaeilge agus L_ann an Aistr�ch�in),305,485.0
9617,GY108,Na D�na (Riarach�n Gn�),260,390.0
9618,GY109,Arts (Mathematics and Education),325,415.0
9619,GY110,Arts with Children's Studies,425,450.0
9620,GY111,Arts with Creative Writing,480,515.0
9621,GY112,Arts with Film Studies,430,460.0
9622,GY113,Arts with Human Rights,385,425.0
9623,GY114,Arts with Irish Studies,340,375.0
9624,GY115,Arts with Theatre and Performance,450,465.0
9625,GY116,Arts with Women's Studies,300,325.0
9626,GY201,Commerce,365,400.0
9627,GY202,Commerce (International) with French,440,495.0
9628,GY203,Commerce (International) with German,355,415.0
9629,GY204,Commerce (International) with Spanish,320,385.0
9630,GY205,Commerce (International) with Italian,350,370.0
9631,GY206,Business Information Systems,300,340.0
9632,GY207,Commerce (Accounting),450,480.0
9633,GY250,Corporate Law,430,455.0
9634,GY251,Civil Law,480,495.0
9635,GY301,Science,280,395.0
9636,GY303,Biomedical Science,440,485.0
9637,GY304,Biotechnology,290,340.0
9638,GY306,Computing Studies/Mathematical Science,415,525.0
9639,GY308,Environmental Science,330,390.0
9640,GY309,Financial Mathematics and Economics,385,465.0
9641,GY310,Marine Science,305,370.0
9642,GY313,Health & Safety Systems,300,330.0
9643,GY314,Earth and Ocean Sciences,285,335.0
9644,GY315,Physics and Applied Physics,365,475.0
9645,GY316,Physics with Medical Physics,340,410.0
9646,GY317,Physics with Astrophysics,350,450.0
9647,GY318,Biopharmaceutical Chemistry Honours Bachelor Degree,330,440.0
9648,GY350,Information Technology,325,395.0
9649,GY401,Engineering (Undenominated),400,450.0
9650,GY402,Civil Engineering,425,475.0
9651,GY403,Electronic Engineering,360,405.0
9652,GY404,Industrial Engineering,385,385.0
9653,GY405,Mechanical Engineering,360,420.0
9654,GY406,Electronic and Computer Engineering,385,480.0
9655,GY408,Biomedical Engineering,405,505.0
9656,GY409,Environmental Engineering,415,440.0
9657,GY410,Project and Construction Management,330,375.0
9658,GY411,Sports and Exercise Engineering,385,455.0
9659,GY501,Medicine,565*,570.0
9660,GY502,Occupational Therapy,485*,505.0
9661,GY503,Speech and Language Therapy,515*,535.0
9662,GY504,Podiatry,390,420.0
9663,GY515,General Nursing (Galway and Portiuncula),380*,420.0
9664,GY516,Psychiatric Nursing,350,365.0
9665,GY517,Midwifery,380,400.0
9666,GY525,Mature Applicants General Nursing (Galway and Portiuncula),#163,167.0
9667,GY526,Mature Applicants Psychiatric Nursing,#159*,168.0
9668,GY527,Mature Applicants Midwifery,#170*,177.0
9669,LY708,Applied Computing,235,354.0
9670,LY908,General Nursing,340,355.0
9671,LY918,Psychiatric Nursing,300,325.0
9672,LY928,Intellectual Disability Nursing,290,315.0
9673,LY938,Mature Applicants General Nursing,#169,176.0
9674,LY948,Mature Applicants Psychiatric Nursing,#155,164.0
9675,LY958,Mature Applicants Intellectual Disability Nursing,#130,160.0
9676,LC102,Art and Design,#700,870.0
9677,LC331,Software Development,275,320.0
9678,LC341,Multimedia Programming and Design,280,320.0
9679,LC391,Computer Networks and Systems,260,325.0
9680,LC421,Civil Engineering Management,320,350.0
9681,LC471,Quantity Surveying,360,390.0
9682,LC481,Real Estate (Property Valuation and Management),305,325.0
9683,LC491,Construction Management,330,360.0
9684,LC651,Science (Pharmaceutical and Forensic Analysis),370,410.0
9685,LC661,Drug and Medicinal Product Analysis,305,340.0
9686,LC921,Applied Social Studies (Social Care),325,355.0
9687,LC931,Business Studies (Tourism),295,335.0
9688,LC941,Business Studies (Event Management),270,330.0
9689,LC951,Law and Taxation,360,375.0
9690,MI004,Liberal Arts,385,420.0
9691,MI005,Education - Primary Teaching,475,500.0
9692,MI006,Education - Primary Teaching - Gaeltacht Applicants,435,455.0
9693,MI007,Early Childhood Care and Education,335,380.0
9694,MI008,Primary Teaching in Education and Psychology,545*,555.0
9695,CI101,Counselling and Psychometric Testing,250,315.0
9696,CI102,Counselling Skills and Addiction,290,345.0
9697,CI105,Youth and Counselling Studies,240,320.0
9698,LM020,Law and Accounting,475,510.0
9699,LM022,Politics and International Relations,350,365.0
9700,LM023,Health Informatics,320,375.0
9701,LM029,Law Plus,485,505.0
9702,LM030,Irish Music and Dance,#300,410.0
9703,LM031,Voice and Dance,#305,385.0
9704,LM032,Arts (Joint Honours),440,460.0
9705,LM033,New Media and English,370,405.0
9706,LM035,English and History,350,380.0
9707,LM036,Economics and Sociology,340,360.0
9708,LM037,Economics and Mathematical Sciences,430,485.0
9709,LM038,Psychology and Sociology,505*,520.0
9710,LM039,Journalism & New Media,405,435.0
9711,LM040,European Studies,350,400.0
9712,LM041,Public Administration,315,345.0
9713,LM042,Law and European Studies,455,470.0
9714,LM043,International Insurance and European Studies,375,405.0
9715,LM044,Applied Languages,430,475.0
9716,LM045,Language and Cultural Studies,350,405.0
9717,LM046,History Politics Sociology and Social Studies,350,395.0
9718,LM048,Irish and New Media/An Ghaeilge agus na Me�in �ra,390,420.0
9719,LM050,Business Studies,390,425.0
9720,LM051,Computer Systems,300,385.0
9721,LM052,Business Studies and a Modern Language (French),380,440.0
9722,LM053,Business Studies and a Modern Language (German),385,435.0
9723,LM055,Business Studies and a Modern Language (Japanese),430,480.0
9724,LM058,Financial Mathematics,355,430.0
9725,LM060,Mathematical Sciences,385,475.0
9726,LM061,Pharmaceutical and Industrial Chemistry,355,440.0
9727,LM062,Biomedical and Advanced Materials,310,395.0
9728,LM063,Production Management,305,345.0
9729,LM064,Industrial Biochemistry,365,455.0
9730,LM065,Applied Physics,360,455.0
9731,LM066,Environmental Science,355,415.0
9732,LM067,Wood Science and Technology,305,370.0
9733,LM068,Food Science and Health,350,410.0
9734,LM069,Computer Engineering,435,515.0
9735,LM070,Electronic Engineering,395,425.0
9736,LM071,Biomedical Engineering,415,500.0
9737,LM073,Mechanical Engineering,395,465.0
9738,LM074,Computer Aided Engineering and Design,510,520.0
9739,LM075,Engineering Science,355,400.0
9740,LM076,Product Design and Technology,340,380.0
9741,LM077,Aeronautical Engineering,395,455.0
9742,LM079,Manufacturing Engineering,375,430.0
9743,LM080,Electronic Systems,315,340.0
9744,LM081,Manufacturing Systems,345,415.0
9745,LM082,Construction Management and Engineering,380,405.0
9746,LM083,Applied Computing and Network Technologies,370,385.0
9747,LM085,Civil Engineering,490,530.0
9748,LM086,Health & Safety,325,375.0
9749,LM089,Sport & Exercise Sciences,410,435.0
9750,LM090,Physical Education with concurrent Teacher Education,475*,495.0
9751,LM092,Science with concurrent Teacher Ed (Bio Sci with Phys or Chem),450*,470.0
9752,LM093,Equine Science,305,345.0
9753,LM094,Materials and Construction Technology with concurrent Teacher ed,430,450.0
9754,LM095,Materials and Engineering Technology with concurrent Teacher ed,415,425.0
9755,LM096,Science with concurrent Teacher Education (Physics and Chem),465,505.0
9756,LM098,Languages with concurrent Teacher Education,365,455.0
9757,LM099,Architecture,#490*,520.0
9758,LM100,Physiotherapy,555,575.0
9759,LM101,Medicine - Graduate Entry,#55*,57.0
9760,LM110,Multimedia and Computer Games Development,330,385.0
9761,LM112,Robotic Engineering,410,440.0
9762,LM113,Digital Media Design,335,370.0
9763,LM114,Music Media and Performance Technology,395,425.0
9764,LM150,General Nursing,425,450.0
9765,LM151,Mature Applicants General Nursing,#170,181.0
9766,LM152,Mental Health Nursing,345,360.0
9767,LM153,Mature Applicants Mental Health Nursing,#157,169.0
9768,LM154,Intellectual Disability Nursing,350*,385.0
9769,LM155,Mature Applicants Intellectual Disability Nursing,#127,141.0
9770,LM156,Midwifery,405,430.0
9771,LM157,Mature Applicants Midwifery,#183,194.0
9772,MH101,Arts,355,395.0
9773,MH102,Music Technology,400,435.0
9774,MH103,Music,#,
9775,MH104,Mathematics,510,555.0
9776,MH106,Psychology,490,500.0
9777,MH107,Social Science,385,405.0
9778,MH108,European Studies,360,415.0
9779,MH109,Media Studies,425,450.0
9780,MH110,Multimedia,365,395.0
9781,MH111,Anthropology,370,415.0
9782,MH112,Politics,360,410.0
9783,MH113,History,370,405.0
9784,MH114,English,450,470.0
9785,MH115,Law (BCL) and Arts,475*,490.0
9786,MH201,Science,320,355.0
9787,MH202,Biotechnology,340,370.0
9788,MH203,Computer Science and Software Engineering,325,385.0
9789,MH204,Physics with Astrophysics,410,430.0
9790,MH206,Theoretical Physics and Mathematics,485,510.0
9791,MH207,Genetics and Bioinformatics,370,390.0
9792,MH208,Biological and Biomedical Sciences,380,425.0
9793,MH209,Psychology (through Science),450,475.0
9794,MH210,Chemistry with Pharmaceutical Chemistry,350,405.0
9795,MH211,Multimedia,345,360.0
9796,MH212,Science Education,455,490.0
9797,MH301,Computer Engineering,350,535.0
9798,MH302,Electronic Engineering,290,385.0
9799,MH303,Communications Engineering,AQA,350.0
9800,MH304,Common entry in Computer Electronic and Comms Eng,315,385.0
9801,MH305,Product Design (Marketing and Innovation),305,345.0
9802,MH401,Finance,350,375.0
9803,MH402,Finance and Venture Management (with Bioscience or Electron.),355,380.0
9804,MH403,Finance and Accounting,375,395.0
9805,MH404,Business and Management,405,430.0
9806,MH405,Equine Business,355,390.0
9807,MH406,Business and Law,465,485.0
9808,MU001,Theology and Arts,315,340.0
9809,MU002,Theology,305,370.0
9810,SN001,Business Studies in International Hotel Management,#466,590.0
9811,SN002,Commerce,#580,621.0
9812,SG141,Business (Level 8),280,330.0
9813,SG145,Computing in Web Development,400,400.0
9814,SG241,Performing Arts,230,330.0
9815,SG242,Early Childhood Education,315,355.0
9816,SG341,Quality Management and Technology,,
9817,SG342,Civil Engineering,330,420.0
9818,SG343,Quantity Surveying,330,360.0
9819,SG441,Environmental Science and Technology,280,330.0
9820,SG445,Pharmaceutical Science,260,310.0
9821,SG446,Applied Archaeology,275,325.0
9822,SG448,Forensic Investigation and Analysis,280,330.0
9823,AS001,Home Economics and Biology - second level teaching,465*,490.0
9824,AS002,Home Economics and Religious Education - second level teaching,450,460.0
9825,AS003,Home Economics and Irish - second level teaching,450,465.0
9826,AS004,Home Economics and Economics/Consumer Studies - second level,430*,445.0
9827,AS110,General Nursing,355*,375.0
9828,AS111,Mature Applicants General Nursing,#165,169.0
9829,AS130,Intellectual Disability Nursing,220,305.0
9830,AS131,Mature Applicants Intellectual Disability Nursing,#130,151.0
9831,TI007,Social and Community Studies,230,300.0
9832,TI008,Environmental and Natural Resource Management,235,305.0
9833,TI010,Accounting and Finance,295,375.0
9834,TI013,Business,230,310.0
9835,TI015,Computing - Software Development,235,290.0
9836,TI018,Computing - Games Design and Development,210,315.0
9837,TI113,Business,225,310.0
9838,TI117,Information Technology - Creative Multimedia,270,331.0
9839,TH001,Education Business Studies and Religious Studies,320*,365.0
9840,TL110,General Nursing,365,380.0
9841,TL111,Mature Applicants General Nursing,#153,170.0
9842,TL115,Psychiatric Nursing,330,370.0
9843,TL116,Mature Applicants Psychiatric Nursing,#134,148.0
9844,TL160,Early Childhood Care and Education,275,330.0
9845,TL183,Adventure Tourism Management,205,280.0
9846,TL285,Business Studies,270,325.0
9847,TL290,Interactive Multimedia,280,370.0
9848,TL291,TV Radio and New Media Broadcasting,255,340.0
9849,TL292,Music Technology,250,340.0
9850,TL330,Computing with Games Development,290,335.0
